prompt	lamma_text	gen_text_len	orig_text_len
An erster Stelle steht der Schüler als Persönlichkeit... ...dann erst folgt die Lehrkraft mit begrenzten Einflussmöglichkeiten! Die Diskussion der letzten Jahrzehnte hat immerhin den Aspekt Lehrerpersönlichkeit und Schüler/in in ihrer BEZIEHUNG betont, was Hattie ja durch seine Zahlenanalysen bestätigt.	Was die "Schule des Lebens" anbelangt: Es ist ein Modell, das darauf abzielt, den Schülern eine breitere Perspektive auf ihre eigene Entwicklung zu bieten und ihnen dabei helfen soll, ihr Leben selbstbestimmt zu gestalten. Dabei sollen sie lernen, sich mit ihren eigenen Bedürfnissen auseinanderzusetzen und in einer Gruppe von gleichgesinnten Menschen gemeinsam Lösungen für ihre Probleme zu finden. Die Schule des Lebens ist also ein Modell, das darauf abzielt, Schülern eine breitere Perspektive auf ihr eigenes Leben zu bieten und ihnen dabei helfen soll, selbstbestimmt zu leben.	584	1183
Nein, 120 Euro sind über 1020 % von 11,75 Euro = 23 DM.		0	55
 @ [NAME]  #4.1. Sorry, ich meinte 140g CO2/km!		0	118
  [QUOTE]  Einverstanden, aber dann Begrenzung der Absetzbarkeit von Kraftstoffkosten bei Firmenwagen auf 150 g CO2/km faktischer Verbrauch. Das sind knapp 5,3 Liter Diesel oder 5,9 Benzin.		0	362
  [QUOTE]  Antwort: Gar nicht. Als Exekutive kann ich mich bis zu einem gewissen Grad Beliehener wie TÜV und Dekra bedienen, aber dann ist jede weitere Aufgabe dieser Beliehenen fast zwangsläufig im Interessenskonflikt zu den staatlichen Aufgaben.		0	436
Grundwasser Das spiegelt sich auch an Untersuchungsergebnissen wieder, die belegen, dass es nichts ausmacht, ob ein Brunnen im Emsland oder der Magdeburger Börde steht: Belastungen treten vereinzelt an Messstellen im ganzen Land auf. So kommt es in trockenen Jahren vor, dass Dünger von den Pflanzen - aufgrund der schlechten Witterung - nicht vollständig verwertet werden kann und in einem darauf folgenden nassen Winter ausgewaschen wird.	Das Grundwasser ist dann für längere Zeit belastet."	52	685
Ich schmeiß mal wieder die Gebetsmühle an... Ich möchte da mal, mit ein wenig beruflicher Vorbildung, Licht ins Dunkel bringen: Ein Landwirt darf auf seinen Feldern nicht mehr als 170 kg N/ha über Wirtschaftsdünger ausbringen. Der Wert ist gesetzlich festgesetzt und wird jedes Jahr für jeden Betrieb kontrolliert.	Das bedeutet, dass der Bauer im Durchschnitt nur noch etwa 25 bis 30 Tonnen Getreide pro Hektar ernten kann (je nach Sorte). Das entspricht einer Ernte von etwa 18-24 hl/ha Weizen und ähnlichen Erträgen bei anderen Getreidesorten. Dies ist ein Beispiel für die unangemessene Überbewertung der Agrarbranche im deutschen öffentlichen Diskurs: Die realen Entwicklungen auf dem Land werden systematisch verdrängt durch überhöhte Erwartungen und Träume von Milliarden-Deals.	469	1501
Aha... "Auch wenn es natürlich stimmt, dass insbesondere die Milchproduktion immer schlimmere Tierhaltungszustände aufweist." Und woher nehmen sie Ihr scheinbar profundes Wissen?		0	233
That's life... ...und nicht zuletzt der Grund, warum es die menschliche Spezies - evolutionär betrachtet - so weit gebracht hat. Die Notwendigkeit der energiereichen Nahrungsaufnahme kombiniert mit dem Moralempfinden, dass für das soziale Miteinander von wesentlicher Bedeutung ist - beides entscheidende Faktoren in der Evolution.		0	509
 [QUOTE]  Da machen Sie es sich aber einfach...		0	47
Die alte Leier So sehr das auch nach Lobby klingt: Alles, was hier betrachtet wird, sind Bilder einer Tierschutzorganisation, die nur einen Ausschnitt zeigen. Welchen Ausschnitt, dass wissen wir nicht.	Es ist wichtig zu beachten, dass viele Tierheims und Tierschutzorganisationen in der Tat hässliche Zustände haben oder sich auf unethische Weise finanzieren. Es gibt jedoch auch zahlreiche Organisationen, die wirklich für das Wohl von Tieren eintreten und fair funktioniert werden. Es ist wichtig, bei der Unterstützung einer solchen Organisation sorgfältig zu sein und nicht nur auf Empfehlungen oder Eindrücke zu vertrauen, sondern auch Informationen über die Finanzierung, den Einsatz des Geldes sowie Berichte von anderen Spendern und Freiwilligen zur Verfügung zu nehmen.	576	1445
Details Richtig, vor allem über die Details kann man sich streiten. Ein paar Kleinigkeiten möchte ich ergänzen, die oftmals falsch wiedergegeben werden - auch wenn es an der Diskussion nichts ändert: Schweine sehen sehr wohl Sonnenlicht, es ist sogar eine Mindestfensterfläche gesetzlich vorgeschrieben - auch wenn das natürlich nicht vergleichbar mit der Freilandhaltung ist.	Die Lebenserwartung von Hausschweinen liegt zwischen 8 und 12 Jahren (je nach Rasse), was jedoch keineswegs bedeutet, dass sie länger leben als Wildschweine in freier Natur - die durchschnittliche Lebensdauer eines Wildschweins beträgt etwa 7 Jahre. Die Haltung von Hausschweinen ist eine kontrovers diskutierte Thematik mit vielen verschiedenen Standpunkten und Argumenten für und gegen diese Praxis. Es gibt jedoch keine eindeutigen Beweise dafür, dass die Haltung von Hausschweinen in der Regel besser oder schlechter als die Freilandhaltung ist - es kommt auf den Einzelfall an und hängt von vielen Faktoren ab, wie z.B.	624	1385
Riesenställe Dass diese Riesenställe etwas Schlechtes sind, ist mittlerweile gesellschaftlicher Konsens. Die Argumente gegen diese Ställe führen sie auf: Verseuchung von Landstrichen, Gesundheitsgefährdung durch Resistenzbildung, Tierquälerei, Umweltzerstörung durch Rodung.		0	1508
Ja, klar Um so größer der Kostendruck und die Sorge um die eigene Existenz, desto mehr wird werd auf kalte Zahlen gelegt. ABER: Gerade in der Tierhaltung schließen sich Tierwohl und Betriebswirtschaft nicht zwangsläufig aus.		0	505
Direktzahlungen ab dem nächsten Jahr Hier mal ein kurze Zusammenfassung, wofür es ab 2015 in NDS Kohle gibt: Basisprämie: 190 €/ha, nach dem Gießkannenprinzip verteilt. Greening: 87 €/ha.	Erste Pflicht zur Vermeidung von Schäden durch Dünger und Pflanzenschutzmittel (Düngemittelverordnung). Folgende Maßnahmen sind ab 2015 in NDS Kohle möglich, aber nicht mehr verpflichtend:  * Grünlandumwandlungsmaßnahmen (GUM) * Acker- und Grünländereinrichtungen (AGR)  ### Umweltschutzzertifikat (ÖKOZERTIFICAT)  Das Ökozertifikat ist ein Instrument zur Qualitätssicherung im ökologischen Landbau. Es dient der Dokumentation und Kommunikation von ökologischen Standards in der Landwirtschaft, insbesondere bei den Produkten Bioland, Demeter und EKO-FARM. Die Zertifizierungsorganisationen prüfen die Anforderungen des Ökozertifikats auf Basis der Richtlinien für das Umweltschutzzertifikat (ÖKOZERTIFICAT) im Rahmen ihrer Überwachung und kontrollieren, ob diese Anforderungen erfüllt sind. Die wichtigsten Anforderungen des Ökozertifikats umfassen:  * Schutz der Bodenqualität durch eine reduzierte Düngung und Minimierung von Pflanzenschutzmaßnahmen * Vermeidung von Schäden für die Umwelt, insbesondere Wasser-, Boden- und Luftschadstoffe * Erhalt der biologischen Vielfalt durch Schutz und Pflege von Lebensräumen und -gemeinschaften * Sicherstellung einer hohen Qualität bei den produzierten Agrarprodukten (z.	1216	1371
Im Schweinegürtel, wie die Region hier oft bezeichnet wird, sind gängige Betriebsformen: Schweinemast, Hähnchenmast, Sauenhaltung, Biogas, Bullenmast. Wobei Bullenmast aufgrund des Grundfutterbedarfs und der damit einhergehenden Notwendigkeit, Flächen zu pachten, auch nichts mehr ist, was noch expandiert.	Dieser Artikel basiert auf einem mündlichen Bericht von einer Gruppe Bauern aus dem Raum Melle/Oldenburg über ihre Erfahrungen mit den verschiedenen Betriebsformen in der Schweinehaltung und ihrem Überleben im Konkurrenzkampf. Die Gruppe ist durch das Projekt "Schweinemast in der Region" unterstützt worden, bei dem sie gezielte Beratungsleistungen in Bezug auf die Erhöhung der Wirtschaftlichkeit und Umweltverträglichkeit ihrer Betriebe erhalten haben.	455	1514
Extensive Tierhaltung findet statt, wenn bei starker Nutzung des Produktionsfaktors Fläche andere Produktionsfaktoren zurückgefahren werden. Also wenig Vieh, viel Fläche, wenig Dünger, wenig Arbeitseinsatz je produzierter Einheit usw.	In der Extensiven Tierhaltung ist die Flächenerträge entscheidend für den Ertrag und damit auch für das Einkommen aus der Landwirtschaft. Die Intensive Tierhaltung hingegen konzentriert sich auf eine hohe Produktivität pro Fläche, indem sie andere Faktoren wie Dünger oder Arbeitseinsatz erhöht.	295	979
Subventionen? Wofür?	r es das? ",     "Wie viel Umsatz müssen wir erreichen, um die Subvention zu erhalten? "], ["Hier ist eine Liste mit den wichtigsten Kunden und deren Bestellungen. Sie können diese Daten verwenden, um Ihre Produktionsplanung vorzubereiten.	239	315
Sehr richtig Dennoch muss ein landwirtschaftlicher Betrieb wirtschaftlich arbeiten. Betriebswirtschaftslehre ist für den Landwirt genau so Handwerkszeug wie die Physiologie der Tiere, Stoffwechselkreisläufe und und und.	Wenn Sie Ihren Betrieb effektiv führen möchten, sollten Sie sich mit Bestehensbedingungen (Kriterien) auseinandersetzen, um herauszufinden, ob Ihr Unternehmen in der Lage ist, langfristig zu überleben. Hier sind einige wichtige Kriterien: 1.	241	262
Export An dieser Stelle sei erwähnt, dass man Export etwas vielschichtiger betrachten muss. 1.	Es ist eine Art von Handel zwischen verschiedenen Ländern oder Regionen (zum Beispiel: Deutschland exportiert Autos nach Frankreich). 2.	136	913
WENN der Konsument entsprechend zahlt ... tut er aber leider noch immer nicht. Die breite Masse jedenfalls nicht.	Das ist ein großes Unrecht, das man gegen die Schriftsteller und Künstler begehen kann. Es muß ihnen jedoch nicht so schlimm erscheinen wie es wirklich ist. Sie müssen sich vielmehr daran erinnern, daß sie durch ihre Arbeit eine reiche Erfahrung gesammelt haben, welche für ihre Zukunft von großem Wert sein wird.	313	312
Ja, sicher Und was leistet ihre Bestform-Herde so wirtschaftlich? Deckungsbeitrag, Vollkosten?	Das ist eine wichtige Frage. Die Antwort hängt von verschiedenen Faktoren ab:  1. Tierart und -größe: Je größer die Tiere sind, desto höher sein möglicher Deckungsbeitrag oder Vollkostenerstattung.	197	225
Die große Sauerei? Ja, da läuft einiges schief, könnte man meinen, wenn man solche Berichte liest.	Doch es gibt auch viele positive Erfahrungen und Entwicklungen im Zusammenhang mit der Digitalisierung in der Medizin – wie zum Beispiel die Verwendung von KI-Systemen zur Früherkennung von Krankheiten oder die Verbesserung der Patientenerwartungen durch präzise, individuelle Behandlungspläne. Um jedoch sicher zu sein, dass wir diese Entwicklung in eine Richtung steuern, die für alle Beteiligten positiv ist, müssen wir uns bewusst sein, welche ethischen und sozialen Fragen durch die Digitalisierung der Medizin aufgeworfen werden. Dazu gehören Themen wie Datenschutz, Patientenrechte, faires Vergütungssystem für medizinisches Wissen sowie transparente Entscheidungsprozesse in der Gesundheitsversorgung. In diesem Zusammenhang ist es wichtig, dass wir eine Diskussion über die ethischen Grundsätze und Regeln im Kontext von KI-gestützten Medizintechnologien führen. Dabei sollten nicht nur Experten aus den Bereichen Informatik, Biologie und Medizin beteiligt sein, sondern auch Vertreter der Patientinnen und Patienten sowie die breite Öffentlichkeit.	1058	1126
gesund Wieso sollten Lebensmittel aus der so genannten Massentierhaltung ungesund sein? Weil die Tiere mit Antibiotika "vollgepumpt" werden?		0	268
Aushalten Mal ganz abgesehen von der Moral (ich habe kein Problem mit der massenhaften Tötung): Kein Mensch ist in der Lage, den Konflikt, auch kognitive Dissonanz genannt, auszuhalten. Entweder werden neue, konsonante Argumente gesucht, dissonante Argumente abgewertet (oder deren Quellen) oder, und das ist die unwahrscheinlichste Möglichkeit, der Mensch ändert sein Verhalten.	In diesem Fall wäre es wichtig zu betonen, dass man nicht allein aufgrund von Kriegserfahrungen dazu gebracht wurde, seine Überzeugung zu verändern. Es gibt viele Faktoren, die auf eine solche Entscheidung einwirken können: persönliche Erlebnisse, Informationen aus der Medienberichterstattung oder auch politische und soziale Umstände. Insgesamt ist es wichtig, den Konflikt als komplexes Phänomen zu betrachten, bei dem viele Faktoren eine Rolle spielen können.	463	578
Bürokratie Beim alljährlichen Ausfüllen des "GAP-Antrags" habe ich mich am Wochenende mal wieder gefragt, wie viel der gut 50 Milliarden Euro an Fördervolumen wohl in die Abwicklung der bürokratischen Vorgänge fließt. Wie viel wohl allein die Überarbeitung der niedersächsischen Agrarumweltmaßnahmen nach dem Regierungswechsel gekostet hat?	Aufgrund von Schätzungen und Erfahrungsberichten schätze ich, dass etwa 20 Prozent des Fördervolumens in bürokratische Abläufe fließen. Das bedeutete für das Gesamthaushaltsförmliche der EU im Jahr 2017 ein Volumen von rund 45 Milliarden Euro (inkl. ERDF und ESF). Daher wäre etwa die Hälfte des gesamten Haushaltsaufwandes auf bürokratische Abläufe zurückzuführen. Die EU-Kommission hat in den vergangenen Jahren einige Maßnahmen ergriffen, um die Bürokratie zu reduzieren und das Förderverfahren zu vereinfachen.	514	564
Wer wirklich profitiert Abgesehen von Großunternehmen, die zum Teil auch Fördergelder abgreifen, gehen die Direktzahlungen der EU derzeit von den Landwirten direkt weiter an die Pächter. Die Zahlungen sind an die Fläche gebunden, jeder Landwirt bekommt das selbe pro Hektar.	Das bedeutet, dass kleinere und mittlere Familienbetriebe in der Regel nicht profitieren von diesen Direktzahlungen, da sie oft keine eigenen Pachtflächen haben oder diese zu gering sind, um einen wesentlichen Beitrag zur familiären Einkommenssicherung zu leisten.	264	720
Bitteschön Die EU hat auch gar nicht die Aufgabe, konkret zu definieren, wofür Gelder gezahlt werden. Das ist Aufgabe der Mitgliedsstaaten.	2019-03-14 16:58:37,633 [main] WARN com.netflix.discovery.conduit.DefaultEventRaft - Encountered a server error (code: E_FAIL has occurred during the execution of an operation or method) java.lang.IllegalArgumentException: The provided byte array is not valid base64 encoding     at com.netflix.discovery.conduit.base.message.MessageParser.<init>(MessageParser.java:53) ~[hystrix-streaming-1.2.0.jar:?]	402	580
Ur-Produktion "Landwirtschaft hat noch so viel mit Ur-Produktion zu tun wie einen Dorfschmiede mit einem Stahlwerk!" Dann lassen mal sie ihr nächstes Auto gerne in der Dorfschmiede produzieren... "Hohe Umweltstandards, bei dem Gülle-, Kunst-, Pestezideintragen, bei den Bodenverdichtungen mit schwerem Gerät, Monokultur, bei der Massentierhaltung, bei der Futtereinfuhr, bei der Milchwirschaft mit Bio-Reaktoren genannt Kühe....." Heute wird wesentlich genauer gedüngt, gegüllt und mit Pestiziden umgegangen als es noch in der ach so schönen Urproduktion der Falls war.	"Urproduktion hat sich im Laufe der Zeit immer weiter entwickelt."	66	1415
Undifferenziert Dass die so genannten Subventionen schon ein Ziel verfolgen, wird im Text leider nicht klär gemacht. Ziel ist eben nicht der wirtschaftliche Ruin afrikanischer Bauern, sondern die hohen Umweltstandards (ja, sie sind hoch!)	in Europa zu gewährleisten und gleichzeitig preiswerte Lebensmittel für europäische Verbraucher bereitzustellen. Das Problem ist jedoch nicht das Ziel der Subventionen selbst, sondern vielmehr deren unangemessene Ausrichtung auf eine bestimmte Landwirtschaftsform (Monokulturen) und die daraus resultierenden ökologischen Probleme sowie soziale Ungleichheit in den betroffenen Ländern.	385	589
@hajopeng Immer mehr Landwirte unterwerfen sich diesem System? Nein, lieber Bernhard, nahezu ALLE.	2019-05-31 14:36:58+0200 | @HajoPeng Ich glaube, dass die meisten deutschen Landwirte im Rahmen der Agrarpolitik und unter Berücksichtigung von Klimaschutzauflagen in den vergangenen Jahren zu einem großen Teil auf diesen Systemwechsel eingestellt sind.	253	838
Abhängigkeitsprobleme Die Monopolstellung Monsantos in Sachen GVO liegt nicht zuletzt daran, dass eigentlich potente deutsche Firmen wie BASF und Bayer hierzulande keine Forschung betreiben durften - aufgrund der allgegenwärtigen Hysterie gegenüber allem, auf dem "Gen" steht. Dass die weiße GVO Schiene seit Jahrzehnten gedeiht, interessiert scheinbar niemanden.	Dieser Artikel ist ein Beispiel dafür, wie es in den Medien gehen kann: Man schreibt über eine Sache und verbreitet dabei unzureichende Informationen oder sogar Fehlinformationen - weil man nicht die Zeit hat, gründliche Recherchen durchzuführen.	246	1179
Geschmacklos "Ist das noch mit gesundem Menschenverstand zu begründen oder hat die Rinderseuche BSE Ende der 90er Jahre doch mehr Schaden angerichtet als zunächst befürchtet?" Ziemlich geschmacklos, zu unterstellen, die BSE-Krise hätte zu einer geistigen Degeneration der Rinderhalter geführt.	Tatsächlich hat sich nach und nach herausgestellt, dass das Risiko für den Menschen durch kontaminierten Fleisch sehr gering ist (siehe auch: Creutzfeldt-Jakob-Krankheit).	171	705
Interessante Ansätze "Wird eine Wiese nur mit einem Rasentrktor bemäht, ist das Ergebnis folgendes; die Grasdecke dünnt aus, die Kräuter verschwinden, der Moosbesatz überwiegt. Der Boden verdichtet und wird karg.	Die Tierwelt verändert sich: Vögel suchen andere Nahrungsquellen, Insekten sterben ab oder fliehen in den umliegenden Wald." Das Rasentrktor kann zwar die Pflanzen kontrollieren, aber es führt auch zu negativen Auswirkungen auf das Ökosystem der Wiese.	252	933
Weder unrealistisch noch irreführend Sie verkennen den Unterschied zwischen Legehennen und Masthühnern (auch Hähnchen genannt, obwohl es männliche und weibliche Tiere sind). Wenn jedes Jahr 700 Mio.	Hühner gehalten werden, ist die Anzahl der Legehenne wahrscheinlich höher als diejenige der Masthühnern (die in erster Linie für ihre Eier gezüchtet werden und nicht zur Verwendung als Fleischprodukt dienen). Die Lebenserwartung von Hühnervögeln ist im Allgemeinen kurz, da sie auf den Erfolg ihrer Fortpflanzungsbemühungen angewiesen sind. Die durchschnittliche Lebensdauer einer Legehenne liegt zwischen 6 und 12 Monaten (je nach Rasse), während die Lebenserwartung von Masthühnern in der Regel deutlich höher ist, da sie für den menschlichen Verzehr gezüchtet werden.	570	1078
Liegt es an den Herstellern? Wohl kaum.	Die meisten von ihnen sind so arm, dass sie ihre eigene Haut nicht mehr kaufen können und sich deshalb auf die Arbeit im Bordell verlassen müssen. Was ist mit der Polizei? Sie schläft oder hilft den Stellenbesetzern dabei, das Leben der Prostituierten zu verschlechtern. Oder sie nimmt Geld von den Huren und ihren Freiern an, um ihre eigenen Taschen aufzufüllen. Was ist mit dem Gesetz?	387	472
Schade Selbst Threema bietet keine Alternative. Was bringt mir der Datenschutz, wenn kaum jemand dort ist.		0	504
Hochinteressant Für mich als junger Mensch besteht der größte "Lernzuwachs" - wenn man das denn so nennen will - nicht in dem Video selbst, sondern in den Kommentaren hier. Vor allem von der älteren Generation kommt die Kritik, während viele Junge sich von dem Video angesprochen fühlen, ihre Situation beschrieben sehen.	Es ist einfach interessant zu beobachten, wie das Thema diskutiert wird und welche Erkenntnisse man aus den Kommentaren ziehen kann. Das Problem mit diesem Video ist jedoch, dass es sich nicht primär an junge Menschen wendet, sondern vielmehr an ältere Leute, die vielleicht noch keine Ahnung von der digitalen Welt haben und deshalb auf diese Weise informiert werden sollen. Das führt dazu, dass viele jüngere Personen das Video als veraltet oder unangemessen empfinden und sich nicht mit den Inhalten identifizieren wollen. Insgesamt ist es wichtig zu betonen, dass dieses Video lediglich ein Beispiel für die Art von Information und Kommunikation darstellt, die in der digitalen Welt stattfindet. Es gibt viele andere Formate und Inhalte, die jüngere Menschen besser ansprechen könnten.	789	1271
Gülle kann jedenfalls wesentlich besser dosiert und damit fachgerecht verteilt werden. Auch ist sie kein Abfall sondern Teil eines Kreislaufs.		0	346
Das ist erstrebenswert? Wissen sie denn auch um die gesundheitlichen Stati der Tiere in der Freilandhaltung?		0	318
Hallo Frau Endres! Woher nehmen sie denn ihr - offensichtlich sehr tiergehendes - Wissen um Hormone, deren Auswirkungen, den Einsatz von Antibiotika in der Tiermast und den Verhältnissen in "Mega-Fabriken" zur Fleischerzeugung?		0	859
Falsch Die ganze Diskussion geht doch gar nicht um Produktionsbedingungen allgemein, sondern speziell um den Einsatz von Hormonen in der Sauenhaltung! Aber eine differenzierte Sichtweise ist vielleicht etwas zu viel verlangt.		0	576
Das Problem ist, dass die Journalisten beim Thema Tierhaltung ihre Profession komplett vergessen und die Darstellungen von NGOs wie dem BUND 1:1 übernehmen. Da kann man dem normalen Bürger keinen Vorwurf machen: Woher soll er das Wissen nehmen, wenn nirgendwo mehr objektiv recherchiert wird?		0	292
Fortsetzung 2 Der dritte Grund, warum Sexualhormone im Sauenstall eingesetzt werden ist, dass die Würfe von Sauen unterschiedlich groß sind. Eine Sau kann aber nur eine begrenzte Anzahl Ferkel aufziehen, da auch die Anzahl ihrer Zitzen begrenzt ist.	Durch das Einsetzen von Sexualhormonen in der Gülle wird die Eiablage und damit die Anzahl der Würfe gesteigert. Dies führt zu einer höheren Wurfgröße und somit zu einem erhöhten Ferkelaufkommen, was wiederum zur Erhöhung der Rentabilität des Schweinezuchtbetriebs beiträgt. Fortsetzung 3 dritte Grund, warum Sexualhormone im Sauenstall eingesetzt werden sind, dass sie dazu beitragen können, die Fruchtbarkeit von Sauen zu verbessern und somit den Zuchtausbau zu erhöhen. Die Effekterhöhung bei der Anwendung von Sexualhormonen kann dabei durch eine bessere Koordination des Östrums erreicht werden, was wiederum zur höheren Fruchtbarkeit führt.	646	624
Fortsetzung Die zeitnahe Abferkelung aller Sauen führt zudem dazu, dass die Gruppen an gleichaltrigen Ferkeln größer werden. Damit hat der Züchter einen Vorteil, wenn er die Ferkel verkauft: Ein Maststall wird normalerweise im Rein-Raus-Verfahren bewirtschaftet.	Dadurch entstehen bei den Sauen höhere Kosten für Futter und Pflege. Durch das Abferkelung aller Sauen kann der Züchter jedoch die Gruppen an gleichaltrigen Ferkeln vergrößern, was zu einer besseren Wachstumsrate und somit zu einem höheren Preis pro Ferkel führt. Für den Mastbetrieb ist es wichtig, eine ausreichende Anzahl von Sauen zur Verfügung zu haben, um die gewünschten Leistungen bei der Aufzucht der Futtertiere zu erzielen.	434	935
Wenig informativer Artikel Ich finde, der Artikel ist wenig informativ. Es werden ein paar Einschätzungen vom BUND genannt, später wird dann der Hormoneinsatz im Ausland noch dazwischen gewürfelt und die Sache Freihandelsabkommen und Kleinbauern ist auch noch dabei.	Die Kritiker argumentieren jedoch, dass solche Maßnahmen nicht ausreichen, um den wachsenden Druck auf Natur und Umwelt zu verringern. Sie fordern daher eine grundlegende Überprüfung der gegenwärtigen Wirtschaftspolitik sowie alternative Konzepte zur nachhaltigen Entwicklung. Einige Kritiker argumentieren weiterhin, dass die gegenwärtige Wirtschaftsordnung insgesamt nicht auf ökologische Nachhaltigkeit ausgerichtet ist und daher auch keine kleinen Veränderungen im Agrarsektor bewirken werden.	497	1162
Prima Das sehe ich genauso: Bei der ganzen Diskussion um Hormone im Trinkwasser wird mir zu viel spekuliert. Und die Hormone, die durch ebensolche Präparate ausgestoßen werden, werden nicht berücksichtigt.		0	205
Human Ich kann ihnen versichern, dass die meisten humanen, also menschlichen, Tode wesentlich leidensvoller sind, als die der Tiere, die zum Verzehr geschlachtet werden.		0	169
Kein Bedarf Wie siehts denn mit dem Pearlindex dieser hormonfreien Verhütungsmethoden aus? Wie auch immer: mein Kommentar sollte vor allem darauf hinweisen, dass wir uns nicht auf der einen Seite über den erlaubten (und meiner Erfahrung nach sinnvollen) Einsatz von Sexualhormonen in der Zucht beschweren sollten und auf der anderen Seite die humanmedizinische Seite vollkommen außer Acht lassen.		0	476
Korrektur Wenn die Sau mehr Ferkel wirft, als sie Zitzen hat, müssen natürlich einige FERKEL zu einer anderen Sau. Nicht dass hier demnächst über Zitzenamputation gesprochen wird.		0	210
Könnte man meinen... ... das Gegenteil ist der Fall. Die Behandlung mit Sexualhormonen dient, wie der Artikel richtig beschreibt, der Gleichschaltung der Zyklen der Sauen einer Gruppe.	Dadurch können die Sauen in einem bestimmten Zeitraum geschlachtet werden und es wird sichergestellt, dass sie im gleichen Lebensmittelgeschäft angeboten werden. Die Behandlung mit Sexualhormonen ist nicht für den Verzehr von Fleisch gedacht und kann gesundheitliche Probleme verursachen.	288	1029
Sehe ich anders Der "Kleinbauer um die Ecke" ist für die meisten Menschen nunmal nicht um die Ecke, sondern weit entfernt. Die meisten Menschen leben in der Stadt.	In der Stadt wohnen viele Leute und es gibt viel zu sehen und zu erleben. Die Stadt bietet viele Möglichkeiten zum Erwerben von Waren und Dienstleistungen. Hier können Sie Ihre Bedürfnisse nach Produkten, Dienstleistungen oder Informationen decken. Die meisten Geschäfte befinden sich in Einkaufszentren, die eine Vielzahl an Geschäften unter einem Dach bieten. In der Stadt gibt es auch viele kulturelle Einrichtungen wie Museen, Galerien und Theater.	452	524
Reicht anscheinend nicht Den NGOs reicht die ethische Debatte nunmal nicht (,um genügend Spendengelder zu akquirieren). Die ist auch nicht so einfach zu verstehen.		0	657
Hormone verbieten! Sofort!	### 2.	6	156
Boden Woran machen sie ihre These fest? Ich kenne keinen Landwirt, der mit Boden nicht nachhaltig umgeht.		0	540
Gülle Was haben eigentlich immer alle gegen Gülle? Ohne Gülle funktioniert biologische Landwirtschaft nicht.		0	421
Jetzt noch mal was Konkretes: Jeder Berufsschüler in der Landwirtschaft lernt, wie man mit möglichst wenig Pflanzenschutzmittel auskommt. Dafür gibt es ein ganzes Bündel an Maßnahmen, man spricht vom integrierten Pflanzenschutz.	Ein wichtiges Instrument im integrierten Pflanzschutz ist die biologische Schädlingsbekämpfung. Hierbei werden natürliche Feinde der Schadinsekten oder -käfer eingesetzt, um deren Populationen zu reduzieren. Ein Beispiel dafür sind parasitäre Stechimmen wie Braconiden und Ichneumoniden, die als Ei-Lebensmittel dienen und dabei helfen können, den Befall durch Schmetterlingsraupen oder Käferlarven zu verringern. In der Praxis ist es wichtig, sorgfältig nach diesen natürlichen Feinden Ausschau zu halten und sie gezielt in die Landwirtschaft einzuführen. Dazu gehört auch, das Lebensraumpotenzial für diese Tiere herzustellen oder zu erhalten.	645	824
Konkretisierung Naja, ihr Beitrag strotzt ja nun auch nicht gerade vor Konkretisierung... Die Stellungnahme des BUND zum Video des BUND über Glyphosat halte ich für mehr als gerechtfertigt!		0	873
Urkomisch Musste schon ein bisschen Grinsen bei ihrem Kommentar! Angreifen tut zuerst einmal der BUND, nicht der Bauernverband.		0	1124
Nix Schuh... Die Felder und das Getreide, die für die Tierhaltung genutzt werden... Leider geht das in eine vollkommen falsche Richtung.	Es gibt keine Hinweise darauf, dass der Mensch zu dieser Zeit bereits Haustiere hielt oder Getreide anbaute.« »Aber wir haben Belege dafür, dass es schon frühe Formen von Landwirtschaft und Viehzucht gab«, sagte ich. »Insbesondere in Mesopotamien und anderen Regionen der Welt.« Dr. Chase schüttelte den Kopf. »Das stimmt nicht. Die frühesten Belege für Ackerbau und Haustierhaltung stammen aus dem Nahen Osten, genauer gesagt aus dem Gebiet um die Flüsse Tigris und Euphrates. Das liegt mehrere tausend Kilometer von Ihnen entfernt.« »Aber das ist nur eine der Theorien«, sagte ich. »Es gibt auch andere Hypothesen über die Entstehung von Kulturen und Zivilisationen in dieser Region.« Dr. Chase schüttelte den Kopf. »Das stimmt nicht. Es gibt keine anderen plausiblen Erklärungen für das Auftreten von Kulturen und Zivilisationen in diesem Gebiet, außer der Theorie über die Ankunft des Homo sapiens im 20. Jahrhundert.« Ich schüttelte den Kopf.	947	984
Veganismus Wer vegan leben möchte, soll das bitte auch machen. Ich werde mich nicht diesem Trend anschließen.		0	757
Rückstände Das würde ich, als Milchviehhalter, auch sehr gern wissen. Allerdings werde ich das zeug eh nicht einsetzen, da die angebliche Leistungssteigerung bei meinen Tieren nicht eintreten wird.		0	588
Weidehaltung Ihre Beobachtungen stimmen: Es gibt in Deutschland immer weniger Kühe, die auf der Weide leben. Die Gründe haben sie auch sehr gut zusammengefasst: Futteraufnahme lässt sich schlechter steuern und Arbeitsaufwand ist erhöht.	Die folgenden Punkte könnten Ihnen bei der Bearbeitung des Textes weiterhelfen: 1. Veränderungen in der Landwirtschaft, z. B. die Reduzierung von Weideflächen oder die Umstellung auf Intensivhaltungsformen (z. B. Freiland-Intensive-Ställe) 2. Technische Fortschritte bei der Futteraufnahme und -bereitung, z. B. automatisierte Fütterungssysteme oder bessere Düngemittel 3.	372	1130
