prompt	lamma_text	gen_text_len	orig_text_len
 Die Erweiterung des U-Bahn-Netzes nimmt Gestalt an. Der scheidende Hochbahn-Chef Günter Elste stellte am Dienstag die konkrete Planung der neuen Linie U 5 von Bramfeld in die Innenstadt und weiter in den Hamburger Westen vor.	Die neue Strecke soll 19,6 Kilometer lang sein und 28 Haltestellen haben. Sie wird zunächst als Ersatz für das aktuelle Busnetz dienen und später erweitert werden. Die Linie U���5 sollte ursprünglich bereits im Dezember 2023 in Betrieb gehen, wurde jedoch aufgrund von Verzögerungen bei der Auslieferung der Fahrzeuge auf unbestimmte Zeit verschoben.	350	2392
  | Für die Justiz rechtfertigt der Zweck die unschönen Mittel. Selbst wenn der mit der Terrorbekämpfung begründete Notstand garantierte Grundrechte aushebelt und zu Missbrauch durch die Polizei führt, sieht Frankreichs Verfassungsgericht darin kein Problem.	Die Richter schützen das Regime vor den eigenen Gesetzen und verhindern so eine Überprüfung der Praktiken des Staates im Kampf gegen Terrorismus. | In einem solchen System ist die Pressefreiheit ein Leitmotiv für Kritiker, aber auch für diejenigen, die das Regime unterstützen. Die Medien spielen dabei eine entscheidende Rolle in der Vermittlung von Informationen und Meinungen. Während einige Medien unkritisch auf die Regierung eingehen und deren Politik verbreiten, versuchen andere, kritische Stimmen zu hören und alternative Perspektiven vorzutragen. | Die französische Gesellschaft ist gespalten: Einige unterstützen das Regime und seine Maßnahmen zur Terrorbekämpfung, während sie für Andere ein Druckmittel darstellen, um ihre Kritik an der Regierung zu üben. Für Letztere stellt sich die Frage, ob man nicht in einem solchen System verloren geht und ob es überhaupt noch eine Möglichkeit gibt, gegen das Regime vorzugehen oder gar zu revoltieren. | In diesem Klima des Misstrauens und der Skepsis gegenüber dem Staat finden sich die Protagonisten unserer Geschichte wieder: Die Journalistin Camille, die auf den Fährten eines geheimnisvollen Netzwerks von Whistleblowern steht; ihr Freund Thomas, ein Anwalt, der sich für Menschenrechte und gegen das autoritäre Regime engagiert; sowie die Gruppe von Aktivisten, die versucht, in einer Welt voller Überwachung und Kontrolle eine alternative Ordnung aufzubauen. | In diesem Kaleidoskop von Personen, Institutionen und Ideologien spielt der Roman eine wichtige Rolle bei der Vermittlung eines kritischen Blicks auf das politische System Frankreichs im 21. Jahrhundert.	1626	4061
 Silvester feiern am Brandenburger Tor Mitte November erst war der Anschlag in Paris mit über 130 Toten. Ein Schlag, nicht nur für die Betroffenen und die Franzosen.	Auch im Ausland trafen die Ereignisse tief ein.	47	1609
 Alle neuen elektronischen Kontrollgeräte in Berliner Linienbussen werden vorübergehend abgeschaltet. Das teilten die Berliner Verkehrsbetriebe (BVG) nach dem Bekanntwerden einer Datenpanne mit.	Die BVG erklärt, dass keine Personenschutzdaten betroffen sind und der Betrieb weiterhin ungestört laufen kann. Die Kontrollen zeigen jedoch, dass es zu einem Datendurchsatz von bis zu 20 Gigabyte pro Tag kommt – weit über dem normalen Durchschnitt von etwa zwei Gigabyten pro Tag. Die BVG ist derzeit in der Suche nach einer Lösung für diese Datenpanne und kündigt an, dass sie alle Möglichkeiten auslotet, um den Datendurchsatz zu reduzieren oder aufzuhalten. Die Betroffenen können sich bis zum 31.	501	584
 Rund 100.300 Vierbeiner waren Ende 2014 in Berlin gemeldet, 2.000 mehr als im Vorjahr. Damit kamen 29 Hunde auf 1.000 Einwohner.	Rund 65 Prozent der Berliner Hunde sind nach Angaben des Landesamtes für Gesundheit und Soziales männlich. Die meisten Vierbeiner haben zwischen drei und sieben Jahren, etwa ein Drittel ist jünger als ein Jahr oder älter als zehn Jahre. Etwa 20 Prozent aller in Berlin gemeldeten Hunde sind Rassenhunde, die restlichen 80 Prozent sind Mischlinge unterschiedlichster Herkünfte.	376	560
 Seit 1970 ist der Bremer Rechtsanwalt, Publizist und Bürgerrechtler Rolf Gössner 38 Jahre lang vom Bundesamt für Verfassungsschutz in Köln überwacht und ausgeforscht worden. Unverhältnismäßig und von Anfang an rechtswidrig, wie das Verwaltungsgericht Köln im Januar 2011 nach einem fünfjährigen Prozess erklärte.	Die Überwachung Gössners war ein Teil der staatlichen Repression in der Bundesrepublik Deutschland gegen die Außerparlamentarische Opposition (APO) und andere linksradikale Gruppen, wie sie im Mai 1985 durch den damaligen Innenminister Friedrich Zimmermann öffentlich anerkannt wurde. Die Überwachung von Rolf Gössner war ein Beispiel für die vielen Verletzungen der Bürgerrechte in Deutschland nach dem Zweiten Weltkrieg und während des Kalten Krieges, wie sie vom Bundestagsausschuss „Blickert“ untersucht wurden. Die Akten überwuchsen Jahrzehnte lang und es dauerte bis 2018, dass die Staatsanwaltschaft Köln Ermittlungen gegen verantwortliche Beamte des Bundesamts für Verfassungsschutz einleitete. Die Überwachung von Rolf Gössner war auch ein Beispiel dafür, wie staatlichen Institutionen in Deutschland im Laufe der Jahrzehnte immer wieder die Macht missbraucht wurde und wie es zu einem langsamen Wandel hin zur Gewährleistung der Bürgerrechte kam.	956	5017
  | Der Konflikt zwischen den Rockerbanden Hells Angels und Mongols ist in Hamburg eskaliert: Auf offener Straße haben Mitglieder der Hells Angels am Montagabend in der Holstenstraße in der Nähe der Reeperbahn auf ein Taxi geschossen, in dem drei Mongols saßen. Mindestens sieben Kugeln trafen das Fahrzeug.	Die Insassen des Taxis wurden verletzt und mussten ins Krankenhaus gebracht werden. Die Polizei hat zunächst keine Festnahmen durchgeführt, da die Schützen flüchtig waren. Es ist jedoch zu erwarten, dass es in der Folge zu weiteren Auseinandersetzungen zwischen den beiden Rockerbanden kommen könnte. Die Hells Angels und Mongols sind seit langem rivalisierende Banden im internationalen Milieu von Motorradclubs. Die Polizei hat die Umgebung des Schusswechsels abgeriegelt, um weitere Gewalttaten zu verhindern. Es ist jedoch unklar, ob es sich bei dem Vorfall um einen Einzelfall handelt oder ob es zu einer größeren Auseinandersetzung zwischen den beiden Rockerbanden kommen könnte. In der Vergangenheit gab es bereits mehrere Schusswechsel und gewalttätige Konflikte zwischen Hells Angels und Mongols in verschiedenen Städten weltweit, darunter auch in Deutschland.	869	3931
  Unsere Situation hat sich nicht wirklich verändert. Wir fordern immer noch das Gleiche: Dass wir eine Gruppenlösung nach Paragraf 23 des Aufenthaltsgesetzes bekommen.	Wir wissen, dass es schwierig ist, die Anforderungen für diese Art von Antrag zu erfüllen und dennoch hoffen wir auf ein positives Ergebnis. Mit freundlichen Grüßen an alle Beteiligten.	185	8502
 Esso hat kurz vor Weihnachten der Stadt Bremen seinen Anteil am Ölhafen sowie 15 Hektar des ehemaligen Mobil-OilTanklagers für einen symbolischen Preis überlassen. Der Konzern wird dafür von allen Ansprüchen wegen der Altlasten freigestellt.	Die Fläche soll zu einem Grünzug umgestaltet werden, auf dem sich ein Naturerlebniszentrum befindet. Die Umsetzung des Projekts ist jedoch noch nicht abgeschlossen und es gibt Kritik an den Kosten sowie an der Art und Weise wie das Gebiet gestaltet wird. ## Einzelnachweise  1. Ölhafen: Esso übergibt Fläche für symbolischen Preis, Weser-Kurier vom 23.	352	1833
 Fast jeder Vierte hat ein neues Jahr schon einmal mit einer   begonnen, hat die Umfrage im Auftrag einer Krankenkasse herausgefunden. Jeder Zweite hat, jedenfalls langfristig, angeblich auch Erfolg.	Die Studie ist allerdings nicht akkurat: Die Ergebnisse sind auf eine Stichprobe von 100 Personen begrenzt und die Zahlen könnten daher völlig anders ausfallen.	160	240
  Ich bin eigentlich nicht der große Leser. Aber ich selbst werde wohl etwas aus einem Roman von Tom Robbins oder Terry Pratchett vorlesen.		0	2242
 Umweltschützer wollen am Neujahrstag in Niedersachsen für einen verantwortungsvollen Umgang mit radioaktiven Abfällen demonstrieren. Am Bergwerk Asse bei Wolfenbüttel gehe es um die gesundheitlichen Belastungen durch den Betrieb des Atomlagers, teilte die Wolfenbütteler Atom-Ausstiegs-Gruppe Dienstag mit.	Die Demonstration am 1.	23	573
  | FreifunkerInnen verbinden über offene WLAN-Netze Menschen kostenlos oder günstig mit dem Internet. So kommen in Darmstadt seit dem Sommer dank der Bastler auch Flüchtlinge ins Netz.		0	2480
 Rik Reinking: Nein! Was ist denn das für eine Bürokraten-Mentalität?	Ich bin hier, um Ihnen zu helfen und Sie sollten sich darauf konzentrieren, uns mit Informationen über die Situation in der Stadt zu versorgen.	143	5790
  | Der Menschenrechtsbeauftragte der Bundesregierung, Christoph Strässer (SPD), hat die Pläne für eine Abschiebung von Afghanen in ihre Heimat kritisiert. „Das Gerede von innerstaatlichen Fluchtalternativen in Afghanistan ist eine absurde Idee“,  Anfang Dezember hatten sich die Innenminister von Bund und Ländern darauf verständigt, Flüchtlinge aus Afghanistan angesichts des großen Andrangs abzuschieben – allerdings in sichere Regionen.		0	1453
  | Nach der Rückeroberung großer Teile der Stadt Ramadi vom sogenannten „Islamischen Staat“ demonstriert Iraks Regierung Entschlossenheit. Im neuen Jahr will Ministerpräsident Haidar al-Abadi die Terrormiliz komplett aus seinem Land verdrängen.	Die Rückeroberung von Ramadi im Januar 2016 war ein wichtiger Schritt in Richtung Wiederherstellung der staatlichen Autorität im Irak. Der irakische Premier setzt nun auf eine koordinierte Anstrengung, um die Terrormiliz endgültig zu beseitigen und das Land von ihrer Gewalt zu befreien. Die Regierungschefs in Bagdad streben danach, den Kampf gegen den „Islamischen Staat“ (IS) auch auf dem diplomatischen Feld voranzutreiben. Sie suchen die Unterstützung anderer Länder für ihre Sache und betonen dabei, dass der Kampf nicht nur ein innerirakischer Prozess ist, sondern auch eine globale Herausforderung. Die irakische Regierung erkennt an, dass sie in diesem Konflikt auf internationale Solidarität angewiesen ist. Sie bittet daher um Unterstützung von außen und zeigt sich dankbar für die bereits geleistete Hilfe.	818	2739
  | Die belgische Polizei hat womöglich in letzter Minute einen Anschlag in Brüssel zum Jahreswechsel vereitelt: Zwei Menschen wurden unter dem Verdacht festgenommen, Attentate an mehreren beliebten Orten in Belgiens Hauptstadt während der Silvesterfeierlichkeiten geplant zu haben, wie die Generalstaatsanwaltschaft am Dienstagmorgen bekanntgab. Es habe „ernsthafte Bedrohungen“ gegeben.		0	1224
 Viele Journalisten schienen geradezu euphorisiert: „Björn Höcke unter Verdacht“, „Justiz befasst sich mit Höcke“ oder „Verdacht der Volksverhetzung“, so titelten jetzt zahlreiche Medien. Bisher ist aber nicht mehr passiert,  , wohl wegen seiner Rede zum Thema „Ansturm auf Europa“ Ende November in Schnellroda.	Die Staatsanwaltschaft Erfurt ermittelte seit Anfang Dezember gegen Höcke und zwei weitere Personen aufgrund von Anzeigen der Bürgerrechtsorganisation "Aktionsbündnis für Demokratie und Menschenwürde". Laut Medienberichten handelt es sich um die Anzeige wegen Volksverhetzung. Die Staatsanwaltschaft Erfurt ermittelte gegen Höcke, weil sie eine Straftat nach den Paragrafen 130 (Volksverhetzung) oder 219 (Beleidigung) des deutschen Strafgesetzbuches feststellt. Die Anzeige wurde am 4. Dezember 2021 eingereicht und betrifft die Rede Höckes in Schnellroda im November. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung, wie sie mit der Anzeige am 4. Dezember bekannt wurde. Die Ermittlungen laufen weiter und es ist noch nicht klar, ob die Beweise für ein Verfahren reichen werden oder nicht. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung aufgrund einer Anzeige im Dezember 2021. Die Ermittlungen laufen weiter und es ist noch nicht klar, ob die Beweise für ein Verfahren reichen werden oder nicht. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung aufgrund einer Anzeige im Dezember 2021. Die Ermittlungen laufen weiter und es ist noch nicht klar, ob die Beweise für ein Verfahren reichen werden oder nicht. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung aufgrund einer Anzeige im Dezember 2021. Die Ermittlungen laufen weiter und es ist noch nicht klar, ob die Beweise für ein Verfahren reichen werden oder nicht. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung aufgrund einer Anzeige im Dezember 2021. Die Ermittlungen laufen weiter und es ist noch nicht klar, ob die Beweise für ein Verfahren reichen werden oder nicht. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung aufgrund einer Anzeige im Dezember 2021. Die Ermittlungen laufen weiter und es ist noch nicht klar, ob die Beweise für ein Verfahren reichen werden oder nicht. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung aufgrund einer Anzeige im Dezember 2021. Die Ermittlungen laufen weiter und es ist noch nicht klar, ob die Beweise für ein Verfahren reichen werden oder nicht. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung aufgrund einer Anzeige im Dezember 2021. Die Ermittlungen laufen weiter und es ist noch nicht klar, ob die Beweise für ein Verfahren reichen werden oder nicht. Die Staatsanwaltschaft Erfurt ermittelte gegen Björn Höcke wegen des Verdachts der Volksverhetzung aufgrund einer Anzeige im Dezember 2021.	2795	2873
  | Die Forderung der Union nach einer Integrationspflicht für Migranten stößt über die Opposition hinaus auch beim Koalitionspartner SPD auf Kritik. Die Integrationsbeauftragte der Bundesregierung, Aydan Özoguz (SPD), sieht in den Plänen von CDU und CSU den Versuch, Vorurteile gegen Flüchtlinge zu schüren.	Die Union will Migranten verpflichten, Sprachkurse oder Berufsausbildungen abzuschließen, um besser integriert werden zu können. Özoguz wirft der CDU/CSU-Fraktion jedoch vor, die Integration von Flüchtlingen und Migranten in den Hintergrund rücken zu wollen.	258	2559
  | Im Jahr 2015 sind weltweit 69 JournalistInnen im Dienst getötet worden. 28 davon wurden Opfer von Extremistengruppen wie dem sogenannten Islamischen Staat und dem Terrornetzwerk al-Qaida, wie aus einem am Dienstag veröffentlichten Bericht des Komitees zum Schutz von Journalisten, kurz  Nach Angaben der in New York City ansässigen Organisation war Syrien erneut das gefährlichste Land für Reporterinnen.		0	2697
  | Das syrische Regime und Rebellen haben mit dem Austausch Hunderter Kämpfer und Zivilisten aus belagerten Städten begonnen. Ein Konvoi aus Bussen und Krankenwagen mit Verletzten überquerte am Montag aus der westsyrischen Stadt Sabadani kommend die libanesische Grenze, wie ein Mitarbeiter des Roten Kreuzes mitteilte.		0	1887
  | „Wir müssen arme Menschen nicht als gefährdet, sondern als fähig ansehen“, steht auf Miguel Chaves‘ erster Folie. Der Brasilianer erzählt, wie er mit Kollegen in einer Favela in São Paulo einen Maker Space eröffnete: eine offene Werkstatt, in der die Bewohner der Siedlung Werkzeug benutzen oder ausleihen können oder sich in Workshops weiterbilden.	Die Idee stammt von Chaves’ Arbeit bei einem Projekt namens „Fabrica do Vivo“, das er mit anderen Entwicklern und Designern gründete, um Technologien für soziale Projekte zu entwickeln. In diesem Zusammenhang lernten sie die Bewohner der Favela kennen und bemerkten ihre kreativen Potenziale sowie ihr Engagement in lokalen Aktivitäten.	336	4381
  | Norwegen verschärft seine Asylgesetze. Die Mitte-Rechts-Regierung beschloss am Dienstag unter anderem, den Familiennachzug zu erschweren und künftig strenge Anforderungen an eine ständige Aufenthaltserlaubnis zu stellen.	| �������� Norwegen verschärft Asylgesetze | Die Regierung beschloss am Dienstag, die Regeln für Familienzusammenführung und das Erwerbsberechtigungsverfahren zu ändern. So soll es in der Zukunft schwieriger sein, eine Aufenthaltserlaubnis zu erhalten oder familienrechtliche Beziehungen auszuüben.	298	1268
  | Der innenpolitische Sprecher der Grünen-Bundestagsfraktion, Volker Beck, hat Strafanzeige gegen „Pegida“-Sympathisanten gestellt, die auf der Facebook-Seite der rechten Bewegung dazu aufgerufen haben, den Bundestagsabgeordneten zu töten oder zu verletzen. „Die ,Pegida‘-Seite ist ein braunes Biotop, in dem Hass und Gewalt gegen Andersdenkende frei ausgelebt werden können“, sagte Beck den Zeitungen der Essener Funke Mediengruppe.	Die Strafanzeige wurde am 28. Januar bei der Staatsanwaltschaft Köln eingereicht.	81	2689
 Ist eine hohe Zahl an illegalen Downloads nun erfreulich oder ärgerlich? Diese Frage stellt sich HBO nun schon seit vier Jahren.	Die Anzahl der legalen Streamings von "Game of Thrones" hat in den vergangenen drei Staffeln deutlich zugenommen, während die Zahl der illegalen Downloads abgenommen hat. In Deutschland waren im Jahr 2016 noch rund 35 Prozent aller Zuschauer, die das Finale der ersten Staffel gesehen hatten, auf legale Weise, in den Jahren danach stieg dieser Anteil kontinuierlich an und erreichte schließlich 74 Prozent bei der Final Folge der achten Staffel. Die Erfolge von "Game of Thrones" sind nicht nur ein Ergebnis des kreativen Teams hinter dem Projekt, sondern auch eines erfolgreichen Marketing-Approaches, das darauf abzielt, die Zuschauer zu einem legalen Streamingangebot zu veranlassen. Dies beinhaltet unter anderem exklusive Inhalte für Abonnenten von HBO und Partnerdienste wie Netflix oder Amazon Prime Video. Die steigende Popularität des legalen Streamings hat auch Auswirkungen auf die illegale Downloads-Szene, da sich viele Zuschauer nunmehr dazu entscheiden, ihre Lieblingssendung über seriöse Plattformen wie HBO oder Amazon Prime Video zu sehen. Insgesamt ist es eine erfreuliche Entwicklung, dass die Anzahl der legalen Streamings von "Game of Thrones" in den vergangenen Jahren stark zugenommen hat und heute mehr als drei Viertel aller Zuschauer erreicht haben.	1277	1844
  | Wenn er das vergangene Jahr in einem Gesichtsausdruck zeigen müsste, dann würde er sein Gesicht in den Händen vergraben, sagt Jacob Appelbaum zur Einführung. Auf dem CCC-Kongress in Hamburg sprachen er und mehrere KollegInnen zur aktuellen Lage des Anonymisierungsdienstes TOR (Abkürzung für „The Onion Router“), bei dem Internetanfragen verschlüsselt und so umgeleitet werden, dass für Außenstehende ihre Herkunft verborgen bleibt.	Im Laufe der Jahre hat sich die Bedeutung von TOR als Sicherheits- und Anonymisierungsmittel erhöht – gleichzeitig aber auch das Interesse staatlicher Behörden und Geheimdienste. Daher müssen wir uns stets darüber im Klaren sein, dass unser digitales Leben nicht nur für uns selbst, sondern auch für andere Personen von Bedeutung ist. Wie Jacob Appelbaum betont, sind wir alle Teil eines globalen Netzwerks und sollten uns bewusst sein, welche Verantwortung damit einhergeht. Daher müssen wir stets darüber nachdenken, wie unser Handeln die Privatsphäre anderer Menschen beeinflussen kann – auch wenn es dabei um kontroversere Themen geht, wie z. B. das Teilen von geheimem Material oder den Einsatz von Anonymisierungsdiensten in kriminellen Aktivitäten.	755	4411
 Ein paar Backwaren, wenig Obst und Gemüse. Viel war am Dienstag nicht drin im Umsonst-Kühlschrank an der Senefelder Straße.	Aber es gab auch viele Spenden von Nutten, die sich freiwillig für das Projekt meldeten. Sie kamen aus ganz Deutschland und bieten ihre Dienste kostenlos an. Die meisten haben ein Studium oder eine Ausbildung in der Sexbranche abgeschlossen und sind nun im Ruhestand. Die Nutten, die sich freiwillig für das Projekt meldeten, werden von einem Team ausgebildet und betreut.	372	3432
 In der aktuellen Ausgabe der Musikzeitschrift   ist noch ein Interview mit ihm zu lesen, es wird eingeleitet mit den Worten: „Wenn nichts dazwischenkommt, wird 2015 als das Jahr in die Geschichte eingehen, in dem Lemmy Kilmister tatsächlich 70 geworden ist.“ Und so ist es ja auch gekommen, den runden Geburtstag hat er noch hinbekommen. Aber es wird kein weiterer folgen.	Am 28. Dezember 2015 um etwa 3 Uhr morgens verstarb Lemmy Kilmister im Alter von 70 Jahren an einer Lungenembolie, die auf seine fortgeschrittene Altersdemenz zurückgeführt wurde. Lemmy war nicht nur ein erfolgreicher Musiker und Sänger, sondern auch ein Ikone der Rockmusik. Seine charakteristische Stimme und sein unverwechselbares Auftreten haben ihn zu einer Legende gemacht. In seiner über 40-jährigen Karriere hat er mit verschiedenen Bands gespielt und zahlreiche Hits geschrieben.	488	4518
  | Lange war der Bachelor-Abschluss als „Karrieresackgasse“ und „Schmalspurabschluss“ verschrien. Nun wollte die Große Koalition AbsolventInnen den Weg in den höheren Dienst öffnen.	Die Große Koalition will das Studium für Sozialarbeit und Sozialpädagogik wieder attraktiver machen, um mehr Menschen zu diesem Berufszweig zu motivieren. Dabei soll der lange und beschwerliche „AbsolventInnen-Lange war derelor-Abschluss als ‚Karrieresackgasse‘ und ‚Schmalspurabschluss‘ verschrien.	299	2687
 Auch nach den jüngsten Terrorwarnungen aus Belgien hält Berlins Innensenator Frank Henkel (CDU) die Open-Air-Silvesterparty rund ums Brandenburger Tor für sicher. "Es gibt keinen Hinweis auf eine erhöhte oder konkrete Gefährdung", sagte Henkel am Mittwoch im Radio.	Die Polizei werde alle notwendigen Maßnahmen ergreifen, um das Fest zu schützen und die Sicherheit der Besucher zu gewährleisten. Die Silvesterparty rund ums Brandenburger Tor ist eines der größten Open-Air-Events in Europa.	224	780
  | Als am Morgen des 11. April 1994 Soldaten, Gendarmen, Polizisten, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln.	Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln. Schusswaffen wurden nur in seltenen Fällen eingesetzt | Die Gewalt wurde von verschiedenen Gruppen ausgeführt: Regierungssoldaten, Interahamwe-Mitglieder, Hutu-Milizionäre und Zivilisten mit Macheten, Lanzen, Knüppeln.	3722	3768
  | Als der ägyptische General und Diktator Abdel Fattah al-Sisi im Juni zum Staatsbesuch nach Berlin kam, wurde er von der deutschen Regierung  . Wer es mit der ägyptischen Justiz zu tun bekommt, wird weniger sanft angefasst.	Das zeigt sich anhand des Schicksals eines jungen Ägypters namens Mohamed Ibrahim, den die deutsche Polizei im Februar in Berlin festnahm und nach Kairo auslieferte . Ibrahims Familie sagt der deutschen Tageszeitung "Die Welt" zu, dass er am 2. Februar von Beamten des Bundeskriminalamt (BKA) verhaftet wurde. Die Polizei habe ihm vorgeworfen, im Jahr 201 einen Mord in Ägypten begangen zu haben . Ibrahim bestreitet jedoch jeglichen Zusammenhang mit dem Verbrechen und betont, dass er seit mehr als zehn Jahren nicht nach Ägypten zurückgekehrt ist. Die Familie von Mohamed Ibrahim hat nun die deutsche Regierung um Unterstützung gebeten, damit sie sich besser über seine Lage informieren kann . Sie forderten auch eine Untersuchung der deutschen Behörden zur Rechtmäßigkeit ihrer Handlungen im Fall Ibrahims . "Wir haben uns an das Bundesjustizministerium gewandt und einen offenen Brief geschrieben, in dem wir unser Bedauern ausdrücken, dass die deutsche Regierung ein solches Verfahren unterstützt hat", erklärte eine Familienmitglied zur Presse. Die Familie Ibrahims ist nicht allein mit ihrer Sorge um Mohameds Schicksal .	1128	3277
  Einige wurden getötet, andere vom „Islamischen Staat“ entführt. Auch nach Europa haben es einige illegal geschafft.	Die meisten Flüchtlinge sind Frauen und Kinder.	47	6504
 Gleich die erste Reproduktion nimmt einen unbedingt für diesen Band ein. Zu sehen ist eine schwarze junge Frau, in weißes Musselin gehüllt, sitzt sie halbnackt da und blickt mit gelassener Eleganz dem Betrachter entgegen.	Die Stimmung ist melancholisch-träumerisch, die Atmosphäre mystisch-romantisch. Die Reproduktion zeigt eine junge Frau in schwarzem Musselinkleid, das ihr bis zu den Knien reicht und dabei ein wenig transparente Effekte aufweist. Sie sitzt halbnackt da und blickt dem Betrachter direkt ins Auge mit einer gelassenen Eleganz. Ihr Haar ist dunkel und löst sich in lockigen Strähnen von ihrem Kopf ab, während ihre Wangen rosafarben leuchten. Die Umgebung der jungen Frau scheint mystisch-romantisch zu sein, mit einer Landschaft aus bewaldeten Bergen im Hintergrund und einem dichten Wald vorne, der die Szenerie zusätzlich verstärkt. Die Atmosphäre ist melancholisch-träumerisch und vermittelt eine starke Ausstrahlung von Intensität und Stille. Die Reproduktion zeigt eine junge Frau in schwarzem Musselinkleid, das ihr bis zu den Knien reicht und dabei ein wenig transparente Effekte aufweist. Sie sitzt halbnackt da und blickt dem Betrachter direkt ins Auge mit einer gelassenen Eleganz. Ihr Haar ist dunkel und löst sich in lockigen Strähnen von ihrem Kopf ab, während ihre Wangen rosafarben leuchten. Die Umgebung der jungen Frau scheint mystisch-romantisch zu sein, mit einer Landschaft aus bewaldeten Bergen im Hintergrund und einem dichten Wald vorne, der die Szenerie zusätzlich verstärkt.	1297	2575
