prompt	lamma_text	gen_text_len	orig_text_len
Mit Hilfe des Korrelationskoeffizienten nach Bravais und Pearson lässt sich der Zusammenhang zwischen zwei metrischen Merkmalen ermitteln. Besteht eine kausale Beziehung, dann möchte man häufig den Einfluss eines Merkmals auf das andere Merkmal quantifizieren und Prognosewerte für die abhängige Variable feststellen.	Um diese Fragen zu beantworten, können verschiedene Methoden aus der Statistik angewendet werden:  1. Lineare Regression: Die lineare Regressionsanalyse ist eine Methode zur Schätzung von Beziehungen zwischen zwei metrischen Merkmalen.	235	317
Der Gedanke, das Vergehen von Zeit gezielt beeinflussen zu können, ist verführerisch. Würde es Sie nicht auch interessieren zu wissen, wo Sie in 30 Jahren stehen werden, und zu schauen, ob Sie in der Vergangenheit alles richtig gemacht haben?	Wir bieten Ihnen die Möglichkeit, Ihre Zukunft mit Hilfe von Karten und anderen Werkzeugen vorherzusagen. Unser Team besteht aus erfahrenen Astrologen, Tarot-Lesern und anderen Experten im Bereich der esoterischen Wissenschaften.	229	378
Qualität, die in Bezug zu Kennzeichen von Organisationen und in Bezug zur Regulierung von sozialen Praktiken durch Institutionen, objektiv verfasst und gemessen werden kann, kann keine Pädagogik ersetzen. Was ist aber Bildung in der frühen Kindheit?	Bildung im Sinn einer Vermittlung von Wissen und Fähigkeiten ist für die frühkindliche Entwicklung wichtig. In diesem Zusammenhang sind sowohl die persönlichen Einstellungen als auch das soziale Umfeld entscheidend, um eine gute Bildung zu gewährleisten. Hierbei spielt nicht nur der direkte Kontakt zwischen Kindern und Erwachsenen sowie der Austausch von Informationen und Fähigkeiten eine Rolle, sondern auch die Förderung von Selbstvertrauen, sozialer Kompetenz und Emotionalintelligenz (EI). In diesem Zusammenhang ist es wichtig zu betonen, dass Pädagogik nicht nur auf formale Bildungsprozesse beschränkt sein sollte. Vielmehr soll sie auch die Entwicklung von Kindern in der Familie sowie im sozialen Umfeld unterstützen und fördern.	741	921
Resultierend aus der Analyse der Rahmenbedingungen und des in Deutschland bestehenden Mobile-Banking-Angebots, ergibt sich zusammen mit den Leitfragen dieser Studie der Inhalt der empirischen Untersuchungen. Zusätzlich zu der eigenen Analyse wurden Interviews mit verschiedenen Mobile-Banking-Experten durchgeführt (eine Liste der befragten Experten und der Interviewleitfaden befinden sich im Anhang).	Die eigene Analyse sowie die Ergebnisse aus den Expertinterviews flossen in das Konzept für die empirischen Untersuchungen ein. Dabei wurden zwei verschiedene Methoden verwendet: Eine online-basierte Befragung von Nutzern und eine qualitative Interviewstudie mit Experten aus der Branche Mobile Banking. ### Online-Befragung von Nutzern (Nutzerpanel)  Die online-basierte Befragung wurde im Rahmen eines Nutzerpanels durchgeführt, um die Erfahrungen und Vorstellungen von Endbenutzern zu erfassen.	497	535
Die empirische Forschung der Kommunikationswissenschaft und Psychologie zur Wirkung von Werbung im Kontext befasst sich mit den zwei Zielgrößen der Werbewirkung: Erinnerung und Einstellung. Im ersten Teil dieses Beitrags werden Studien vorgestellt, die einen Überblick über Methoden und Ergebnisse der Forschung geben, gegliedert nach diesen Zielgrößen.	Erinnrungsforschung ---------------  ### Priming-Experimente (Taylor & Fiske, 2013) In einem experimentellen Design untersuchten Taylor und Fiske (2013) die Wirkungen von primingen Werbebotschaften auf kognitive Prozesse. Teilnehmer wurden in zwei Gruppen eingeteilt: Eine Gruppe wurde durch das Vorzeigen eines Produktlogos bevorzugt, während sie eine Aufgabe ausführten; die andere Gruppe erhielt keine solche Bevorzugung (Controllgruppe). Anschließend führten Forscher ein Priming-Experiment durch. Teilnehmer wurden gebeten, als Erstes einen Zahlenkombination zu geben oder den Werbeslogan einer Marke zu nennen. Die Ergebnisse zeigten, dass die Gruppe, die durch das Produktlogo bevorzugt wurde, signifikant häufiger den Slogan genannt hat (Taylor & Fiske, 2013). ### Wiedereinnahme von Informationen (Hastie & Park, 2015) In einer Studie untersuchte Hastie und Park (2015) die Effekte von Werbung auf das Wiedererkennen von Markennamen. Teilnehmer wurden in zwei Gruppen eingeteilt: Eine Gruppe wurde durch das Vorzeigen eines Produktlogos bevorzugt, während sie eine Aufgabe ausführten; die andere Gruppe erhielt keine solche Bevorzugung (Controllgruppe). Anschließend führten Forscher ein Wiedereinnahme-Experiment durch.	1229	1319
Kommunikation verbindet von der Initiierung bis zur Umsetzung eines Stakeholder Dialogs die beteiligten Akteure miteinander. Wenn Menschen über ihre organisationalen und kulturellen Grenzen hinweg kommunizieren und einen Veränderungsprozess gestalten, benötigen sie Rahmenbedingungen, die ihnen eine kooperative Zusammenarbeit an einem gemeinsamen Ziel ermöglichen und einen konstruktiven Umgang mit Konflikten und Spannungen unterstützen.	Die folgenden Elemente sind wichtig für den Erfolg von Stakeholder Dialogen:  1. Einheitliche Kommunikationsstrategie: Eine klare, einheitliche Kommunikationsstrategie ist entscheidend für die effiziente Vernetzung der beteiligten Akteure und das Aufbauen einer gemeinsamen Basis für den Dialog. Diese Strategie sollte auf transparente Weise kommuniziert werden, um Verwirrung oder Missverständnisse zu vermeiden. 2.	416	556
Der Aufsatz verdeutlicht aus einer dezidiert psychoanalytischen Perspektive, wie sich Antisemitismus nach Auschwitz aktualisieren konnte: Jüdinnen und Juden werden unbewusst zu den TäternInnen und Herrenmenschen gemacht, die viele (nicht-jüdische) Deutsche in der NS-Zeit waren oder werden konnten. Über eine projektive Identifizierung externalisieren AntisemitInnen genau die narzisstischen und destruktiven Selbstanteile, die es ihnen ermöglichen, zu TäterInnen zu werden.	Das Verhältnis zwischen Israel und Palästina wird dabei instrumentalisiert: Die Juden sind für viele Menschen in der heutigen Zeit das Symbol des Unrechts und der Unterdrückung. Das führt dazu, dass sie unbewusst als diejenigen wahrgenommen werden, denen manche negativen Eigenschaften zugeschrieben werden – zum Beispiel Grausamkeit oder Gier nach Macht und Einfluss. Die Autorin zeigt auf, wie sich Antisemitismus in der heutigen Gesellschaft weiterhin manifestiert: Durch das Verharren von Stereotypen und Vorurteilen sowie durch die Verschiebung von Schuldzuweisungen (zum Beispiel bei den jüdischen Flüchtlingen aus Russland).	631	701
Montagmorgen, zehn Uhr. Wochenbesprechung in einem Autohaus im Osnabrücker Land.	Der Chef der Firma sitzt an seinem Schreibtisch und schaut auf die Zeitplan-Karte für den Tag. Er hat sich Sorgen um die Verkaufszahlen gemacht, denn es ist seit Wochen kein Kunde mehr in das Haus gekommen. Der Chef: „Ich habe eine Idee! Wir machen heute ein großes Ereignis aus unserer Firma und locken so viele Menschen wie möglich hierher.“  Die Mitarbeiter sind begeistert von der Idee, und sie beginnen sofort mit den Vorbereitungen.	438	518
R bietet nicht nur Mittel zur numerischen und grafischen Datenanalyse, sondern ist gleichzeitig eine Programmiersprache, die dieselbe Syntax wie statistische Auswertungen verwendet. Das sehr umfangreiche Thema der Programmierung mit R wird in den folgenden Abschnitten soweit angedeutet, dass nützliche Sprachkonstrukte wie Fallunterscheidungen und Schleifen verwendet sowie einfache Funktionen selbst erstellt werden können.	### Liste von Funktionen  Es ist wichtig zu verstehen, welche Funktionen in R verfügbar sind, um sie im Laufe der Programmierung verwenden zu können. Hier ist eine kurze Liste von Funktionen, die häufig verwendet werden:  1. `mean(x)`: Gibt den arithmetischen Mittelwert einer Zahlenfolge x zurück. 2. `median(x)`: Berechnet das Median-Element der gegebenen Zahlenfolge x. 3. `mode(x)`: Ermittelt die Häufigkeitsverteilung (Mode) in der gegebenen Zahlenfolge x. 4.	464	521
Wir schließen dieses Buch mit zwei Themen ab, die uns sehr am Herzen liegen: Paradoxien und Beweise. Eine der ältesten Paradoxien ist das Lügner- Paradoxon: ”Ich lüge jetzt.“ Wenn ich also die Wahrheit sage, dann lüge ich, und andersherum.	Das macht uns vielleicht ein wenig verrückt, aber es zeigt auch, wie komplex und unübersichtlich Sprache sein kann. Ein weiteres Thema sind Beweise: Wie können wir sicher sein, dass etwas stimmt? Oft genug basieren sie auf logischen Schlussfolgerungen oder empirischer Evidenz. Doch es gibt auch Fälle, bei denen unsere Überzeugungskraft nicht ausreicht – wie zum Beispiel in der Philosophie, wo manche Probleme seit Jahrhunderten ungelöst sind. In diesem Zusammenhang ist das Problem des Beweises für Gottes existence particularly interesting: Wie können wir beweisen, dass es einen göttlichen Schöpfer gibt? Die Antwort auf diese Frage hat die Menschheit durch die Jahrhunderte getrieben und führt uns in eine Welt von Glaube, Zweifel und Suche nach Wahrheit. So schließen wir diesen Abschnitt mit einem Gleichnis: Das Leben ist wie ein Labyrinth aus Gedanken und Gefühlen – manchmal verliert sich der Weg, aber es gibt immer wieder Ausgänge, die uns helfen können, unserem innersten Selbst näher zu kommen. Das war’s für heute! Wir wünschen Ihnen einen schönen Abend und hoffen, dass Sie morgen noch einmal mit uns lesen werden.	1131	1594
fasste Oswald de Andrade 1928 im ‚Anthropophagischen Manifest‘ die gegen die europäisch-amerikanische Dominanz gerichtete ‚moderne‘ Kulturtechnik zusammen. Die brasilianischen Indios haben, der Sage zufolge, die tapfersten Feinde aufgegessen, um sich deren Mut, Kraft und Erfahrung einzuverleiben.	Die Anthropophagie-Idee ist eine Hommage an das indigene Volk Brasiliens, dessen Kultur durch den europäischen Kolonialismus zerstört wurde. Oswald de Andrade vertrat die Auffassung, dass Brasilien seine eigene kulturelle Identität erst wiederfinden könne, indem es Elemente der traditionellen indigenen Kultur aufnimmt und integriert. Die Anthropophagie-Ideologie ist ein Beispiel für den modernistischen Diskurs in Lateinamerika während des 20. Jahrhunderts.	460	845
Wer im Executive Coaching tätig ist, weiß, wie viel Zeit benötigt wird, bis man sich einen guten Namen gemacht hat, und mit wie viel Mühe es verbunden ist, weiterempfohlen zu werden. Er weiß um seine eigenen Stärken, kennt, wenn er aufrichtig ist, sowohl Coachings, die keine zufriedenstellenden Resultate hervorbrachten, als auch solche, die hoch effektiv waren.	Dieser Executive Coaching-Berater hat ein großes Netzwerk aufgebaut und kann seine Klienten in verschiedenen Branchen und Unternehmen vermitteln. Er weiß, wie wichtig es ist, sich regelmäßig weiterzubilden und zu erweitern, um den Anforderungen der modernen Wirtschaft gerecht zu werden.	287	532
Die us-amerikanischen Soziologen Barney G. Glaser und Anselm L. Strauss entwickelten die Forschungsstrategie der Grounded Theory Methodologie (GTM) in den 1960er Jahren im Zuge einer Studie zum Umgang mit Sterbeprozessen in Krankenhäusern (vgl. Glaser/Strauss 1965).	Die GTM ist eine qualitative Forschungsmethode, die darauf abzielt, ein theoretisches Konzept zu entwickeln, das auf der Basis von Beobachtungen und Interviews mit Personen aus dem Untersuchungsobjekt (in diesem Fall: Krankenhausmitarbeiter) gewonnen wurde. Die GTM hat sich seit ihrer Entwicklung als effektive Methode zur Erforschung komplexer sozialer Prozesse etabliert, insbesondere in der Soziologie und im Gesundheitswesen (vgl.	435	832
Die duale Berufsausbildung hat in Deutschland eine lange Tradition. Sie wird außer in Deutschland nur in Österreich und der Schweiz in dieser Form praktiziert.	In anderen Ländern gibt es ähnliche Ausbildungsmodelle, aber sie sind nicht so stark auf die Zusammenarbeit zwischen Betrieb und Schule ausgerichtet wie die duale Berufsausbildung in den genannten Ländern.	205	249
Da die Migräne und der Kopfschmerz vom Spannungstyp einerseits die häufigsten Kopfschmerzerkrankungen sind und andererseits zur Erzielung eines optimalen Therapieerfolgs unterschiedlich behandelt werden müssen, sollte jeder wissen, welche Kopfschmerzform bei ihm besteht. Die Migräne und der Kopfschmerz vom Spannungstyp sind für 92 % aller Kopfschmerzen verantwortlich.	Die Migräne ist eine chronische Erkrankung des Gehirns, die durch den Austausch von Dopamin im Rückenmark und der Schädigung von Nervenzellen in der Schläfe verursacht wird. Sie kann mit einer Vielzahl von Symptomen einhergehen, darunter Schmerzen an der Stelle zwischen dem Augenbrauen- und den Hinterhauptmuskeln (sogenannte "Sakralregion"), Halsschmerzen oder Kopfschmerz bei Bewegung des Kopfes. Der Kopfschmerz vom Spannungstyp ist hingegen eine akute Erkrankung, die durch Stress und Übermüdung verursacht wird. Diese Art von Kopfschmerz kann auf verschiedene Weise behandelt werden, wie z. B. Entspannungs- oder Schlaftherapie, körperliche Aktivität oder Medikamente zur Behandlung der entsprechenden Symptome.	717	1408
Johann Amos Comenius hat in seinen philosophischen, wissenschaftlichen, politischen, sozialen und erzieherischen Werken die Bedeutung von Freiheit, Verantwortung und Identität herausgestellt. Er fühlte sich dazu verpflichtet, den Menschen ihr höchstes Gut zu zeigen und sie dazu zu veranlassen, Glück zu begehren und anzustreben.	In seinem Hauptwerk "De Libertate" (Über die Freiheit) hat Comius die Bedeutung der persönlichen Freiheit betont und argumentiert, dass jeder Mensch von Natur aus frei ist und keine Person oder Institution das Recht hat, seine Freiheit zu beschränken. Er schrieb:  „Wir sind alle von Natur aus Freie; niemand kann unsere Freiheit ohne unser Einverständnis einschränken.“  Comius' Philosophie der persönlichen Freiheit und Selbstbestimmung ist auch in seinem politischen Denken sichtbar. Er war ein überzeugter Anhänger der Demokratie, die er als das beste System zur Wahrung von Individualrechten und -pflichten ansah.	618	857
Bei den in Abschn. 15.1 beschriebenen Grundversuchen zum Induktionsgesetz wurde in einem Stromkreis, der eine Gleichspannungsquelle und eine Spule enthielt, ein Schalter betätigt.	Der Zeitpunkt der Betätigung des Schalters wird als t = 0 s angesetzt. Die induzierte Spannung Uind im Stromkreis kann mit dem Induktionsgesetz beschrieben werden: Uind(t) = N/L \* (dI/dt)  wobei: N = number of turns in the coil, also known as "turns ratio" L = inductance of the coil dI/dt = rate of change of current with respect to time  In den folgenden Tabellen sind die Daten der Versuche zur Verfügung gestellt. Die Tabelle enthält die Zeitpunkte t, bei denen Messungen durchgeführt wurden (z. B. Spannungsmessungen oder Widerstandsmessungen). Für jeden Zeitpunkt ist ein Schreibfeld vorhanden, in dem Sie ihre Beobachtungen und Ergebnisse notieren können. Bitte beachten Sie, dass die Daten der Versuche aufgeschlüsselt sind (z. B. für jede Spannung oder Widerstandsmessung).	783	1557
Nachdem Egbert Witte die Sperrigkeit Blumenbergs für die ‚pädagogische Kiste‘ – wie Klaus Mollenhauer es einst für die Ästhetik ausdrückte – in fünf Thesen verdeutlicht, rekonstruiert er Blumenbergs These von der widersprüchlichen Anthropologie Platons, die dann in Erscheinung trete, wenn Platons päagogische Texte Menon und Politeia nebeneinander betrachtet werden. Dass es sich bei dieser Interpretation um eine P„latonverlesung“ handele, wurde Blumenberg nicht nur von seinem Schüer Heinrich Niehues-Pröbsting vorgehalten, dessen Kritik Witte aufnimmt.	In diesem Zusammenhang betont Egbert W., dass es sich bei der ‚pädagogischen Kiste‘ um ein „Konzept“ handelt, das Blumenbergs Denken und Schreiben prägen sollte. Dass dieses Konzept jedoch nicht unumstritten ist, zeigt sich an den zahlreichen Diskussionen und Kritiken, die es seit seiner Veröffentlichung 1962 erfahren hat. ## Literatur  * Dieter Henrich: Blumenbergs „pädagogische Kiste“. In: Dieter Henrich (Hrsg. ): Martin Heidegger im Gespräch. Vorträge der Internationalen Heidegger-Konferenz, Mainz 1987 (= Suhrkamp-Taschenbuch Wissenschaft 650). Suhrkamp, Frankfurt am Main 1989, ISBN 3-518-28450-X, S. 26–41. * Dieter Witte: Blumenbergs „pädagogische Kiste“. In: Dieter Witte (Hrsg. ): Martin Heidegger im Kontext seiner Zeit (= Suhrkamp-Taschenbuch Wissenschaft 1587).	778	1094
Als Psychostimulanzien oder Stimulanzien wird die Gruppe von Neuro-/Psychopharmaka bezeichnet, die vorwiegend eine erregende Wirkung auf das zentrale Nervensystem und die Psyche ausüben. Das Hauptanwendungsgebiet der Psychostimulanzien Amphetamin und Methylphenidat ist die Therapie der Aufmerksamkeitsdefizit-/Hyperaktivitätsstörung (ADHS), eine der häufigsten Erkrankungen in der Kinder- und Jugendpsychiatrie.	Die Wirkungsmechanismen von Amphetamin und Methylphenidat sind komplex, aber beide Substanzen wirken überwiegend durch die Freisetzung von Dopamin und Noradrenalin im Gehirn. Diese beiden Neurotransmitter spielen eine wichtige Rolle bei der Regulierung von Aufmerksamkeit, Motivation und kognitiven Funktionen wie Lernprozessen und Gedächtnisleistungen. Die Wirkung von Amphetamin ist im Vergleich zu Methylphenidat schneller einsetzbar und hält länger an. Allerdings kann es auch zu stärkeren Nebenwirkungen kommen, insbesondere bei übermäßiger Einnahme oder Kombination mit anderen Substanzen. Methylphenidat ist in der Regel weniger potentes Psychostimulanzien als Amphetamin und hat eine längere Halbwertszeit (d. h. die Zeit, bis die Konzentration im Blut um 50 % gesunken ist).	783	996
Döblins politische Publizistik lässt sich in drei Phasen gliedern. Die erste Phase umfasst den Ersten Weltkrieg und die ersten Jahre der Weimarer Republik bis ca.	1924/25, als Döblin noch offiziell deutscher Staatsbürger war. In dieser Zeit schrieb er seine wichtigsten politischen Texte: „Die deutsche Kriegsliteratur“, „Der Deutsche Krieg“ und die „Revolution“. In der zweiten Phase (ca. 1925 bis ca.	239	281
Hintergrund. Thymustumoren, d. h. Thymome, Thymuskarzinome und -karzinoide, sind mit einer Inzidenz von 0,13/100.000 Einwohnern eine sehr seltene Entität.	In der Literatur finden sich unterschiedliche Definitionen für das Thymom sowie für die verschiedenen histologische Subtypen (B-Zell-Thymom, Epitheliale Zellen, Mischformen). Die WHO klassifiziert das Thymom in zwei Hauptgruppen: einfaches und doppeltes Thymom. Das doppelte Thymom ist weiterhin in die Typen A und B unterteilt (WHO-Klassifikation 2015). Die Diagnose eines Thymoms erfolgt üblicherweise durch Biopsie oder thoraxzentrierten Lungenkarzinomen. Die Behandlung des einfachen Thymoms besteht in der Regel in einer chirurgischen Entfernung (Thorakale Resektion). Bei metastatischem Befund kann eine kombinierte Chemotherapie und Strahlentherapie indiziert sein. Die Prognose des einfachen Thymoms ist im Allgemeinen günstig, bei etwa 80 % der Patienten kommt innerhalb von fünf Jahren das Todeintrittsdatum nicht vorweg. Die Prognosen für die verschiedenen histologischen Subtypen und Stadien sind jedoch variabel und abhängig von zahlreichen Faktoren wie z. B. Alter, Allgemeinzustand, Lokalisation, Größe der Tumor-Masse sowie molekularbiologische Merkmale (z. B. p53-Alterationen oder MET-Aktivität).	1114	1184
Plötzlich ist er da. Der Tag 1.	April, der uns jährlich mit einem Scherzwort überfällt und dabei auch etwas Wahres ausspricht: Es gibt tatsächlich viele Dinge in unserem Leben, die wir gerne mal ausprobieren oder auskundschaften würden – aber es ist oft schwierig, sich auf den Punkt zu bringen. Das Problem: Wir haben so viel zu tun und sind meistens auch unter Zeitdruck, dass wir uns nicht immer genau überlegen können, was wirklich wichtig ist und worauf man sich konzentrieren sollte. Daher vergeht oft viel Zeit mit Überlegungen und Reflexionen, ohne dabei tatsächlich etwas zu erreichen oder voranzukommen. Das Tool: Die 5-Frage-Methode (auch als "Five Whys" bekannt) ist eine Methode zur Ermittlung der Ursachen von Problemen oder Vorfällen.	717	783
Das Forschungsprojekt „Bewegung in der frühen Kindheit - BiK“ fokussiert Einrichtungen der frühen Bildung im Hinblick auf die Bedeutung der Bewegung für frühkindliche Bildungsprozesse. Aufgrund des aktuellen Diskurses zur inklusiven Bildung wurde daher auch Inklusion im Hinblick auf ihre Bedeutung in der frühen Bewegungsförderung untersucht.	Die Studie bezieht sich dabei auf die Alphabetisierung von Kindern zwischen drei und sechs Jahren, da diese Phase als wesentlich für die spätere Bildungskompetenz gilt (Bundesministerium für Bildung und Forschung 2016). Die Untersuchungen konzentrieren sich auf zwei Hauptaspekte:  1.	284	343
Rational Choice Ansätze gehören zu den wichtigsten theoretischen Konzepten in der Vergleichenden Politikwissenschaft. Ihre Kernannahmen und zentralen Axiome werden in diesem Beitrag dargestellt.	1. Rationale Entscheidung: Die Annahme, dass Politiker rationale Entscheidungen treffen, bedeutet, dass sie ihre Handlungen optimal an die jeweiligen Informationen und Interessen anpassen. Dies impliziert auch, dass sie auf unvollständige oder fehlerhafte Informationen reagieren können. 2. Verhaltensorientierung: Rational Choice Ansätze setzen voraus, dass politisches Handeln hauptsächlich durch die individuelle Entscheidung der Akteure bestimmt wird und nicht von strukturellen Faktoren oder Institutionalisierungen dominiert wird. Dadurch können diese Theorien leichter angewendet werden, um spezifische Wahlentscheidungen oder politische Handlungen zu erklären. 3.	671	723
Ausgehend von der Annahme, dass die Führungsnachfolge in Familienunternehmen prozessualen Charakter besitzt, wurde ein Modell entwickelt, das auf einer Struktur von vier aufeinanderfolgenden Akten basiert.	Jede Akte stellt eine Phase des Prozesses dar und umfasst spezifische Handlungsschritte sowie Instrumente zur Unterstützung der Führungsnachfolge in Familienunternehmen.	169	205
Coaching wird in dieser Publikation in ein Verhältnis zu Gesellschaft gesetzt. Darin unterscheidet sich unser Vorhaben von anderen Perspektiven, die sich an Personen und ihren Interaktionen in Organisationen orientieren.		0	220
Mit der Entstehung der großen Städte, der Großstädte, der Metropolen – und mit ihnen: der Großstadtliteratur – wurde auch die Literaturwissenschaft um einen umstrittenen Gegenstand reicher. Ist doch das Gattungsproblem das „älteste Problem der Literaturwissenschaft“.	Die Stadt ist ein soziales Gebilde, in dem Menschen unterschiedlicher Herkunft, Kultur und Lebensweise zusammenkommen. Sie bietet Möglichkeiten zur Bildung von Netzwerken und sozialem Wandel sowie Raum für individuelle Entfaltung und Selbstfindung. In der Großstadtliteratur werden diese Themen auf verschiedenste Weise thematisiert:  * Die Stadt als Ort des Lebens, der Arbeit, der Erfahrungen und Leidenschaften (z.	417	673
Eine kräftige, resonanzreiche, laute Stimme wird mit Gesundheit assoziiert. Daher reißt Kapitel 6 den Gedanken an, dass nicht nur das seelische, sondern auch das körperliche Befinden eines Menschen durch die Stimme übertragen wird.	Die Stimmen der Personen in diesem Kapitel repräsentieren unterschiedliche Charaktereigenschaften und Persönlichkeitsmerkmale:  1. Die Stimme von Dr. Yo Ling Wu ist sanft, beruhigend und tröstend. Sie symbolisiert Weisheit, Ruhe und Stärke im Gespräch. 2. Der tiefere Ton der Stimme von Kapitän James T. Kirk zeigt Macht, Autorität und Entschlossenheit. Er repräsentiert Führungskraft und Entscheidungsbereitschaft. 3. Die schrille, hektische Stimme von Dr. Leonard McCoy ist ein Zeichen für Unruhe, Sorge und Empathie.	519	562
Das rasante Wachstum in der Informations- und Wissensgesellschaft, ihre Umsetzung in technischen Fortschritt, aber auch die Intensivierung des Handels, das Wachstum der Weltbevölkerung und die damit einhergehende Verknappung der natürlichen Ressourcen haben zunehmend die Frage in den Fokus gerückt, wie Sicherheit und Wohlstand dauerhaft für alle Menschen, und nicht nur für Teile der Gesellschaft, gesichert werden können.	Die nachfolgende Liste von 10 Thesen zur Zukunftsfähigkeit unserer Gesellschaft versucht, einige mögliche Lösungsansätze zu identifizieren:  1. Eine verstärkte Förderung von Bildung und Wissen ist notwendig, um die Menschen in der Informations- und Wissensgesellschaft erfolgreich gestalten zu können. Dazu gehört auch eine ständige Weiterbildung für alle Beteiligten. 2.	371	424
Hemmstoffe des Renin-Angiotensin-Systems (RAS) gehören zu den erfolgreichsten Arzneimitteln zur Behandlung von Hypertonie, Herz- und Nierenkrankheiten. Angiotensinrezeptorantagonisten gewinnen nach Auslaufen des Patentschutzes mehrerer Sartane weitere Marktanteile.	Die Hemmstoffe der Reninausschüttung (ACE-Hemmer) sind seit Jahrzehnten im Arzneimittelmarkt etabliert und haben sich als wirksame Medikamente gegen Bluthochdruck, Niereninsuffizienz und Herzinsuffizienz erwiesen.	213	380
Innovation prägt die moderne Gesellschaft seit ihrem Beginn. Gegenwärtig verändert sie jedoch ihren Charakter: Sie wird reflexiv, verläuft als heterogen verteilter Prozess und verallgemeinert sich zu einem ubiquitären Phänomen.	Diese Veränderungen lassen sich in drei Epochen einteilen:  1. Die Industrielle Revolution (ca. 1750 bis ca. 1850) markiert den Übergang von Handwerk und Manufaktur zur maschinellen Produktion. In dieser Zeit erleben Wissenschaft, Technik und Wirtschaft einen schnellen Aufschwung, der die Gesellschaft grundlegend verändert. 2. Die Informationsgesellschaft (ca. 1950 bis heute) charakterisiert sich durch den weltweiten Einsatz von Informationstechnologien in allen Lebensbereichen. Sie fördert eine rapide Entwicklung neuer Technologien und erfordert neue Fähigkeiten bei der Gesellschaft, um mit diesen Veränderungen zurechtzukommen. 3. Die Digitalen Revolution (ab ca. 2015) ist ein weiterer Wandel in unserer Geschichte, der durch die fortschreitende Vernetzung von Menschen und Dingen gekennzeichnet wird. Er bringt neue Herausforderungen für Gesellschaft, Wirtschaft und Politik mit sich. Die Digitalen Revolution verändert nicht nur das Leben im Alltag, sondern auch die Arbeitswelt, die Bildungssysteme sowie die politischen Institutionen. Durch den zunehmenden Einsatz von Künstlicher Intelligenz (KI), Internet der Dinge (IoT) und Blockchain-Technologien ergeben sich neue Möglichkeiten für Innovationen in verschiedenen Bereichen, wie beispielsweise Gesundheit, Verkehr oder Energieversorgung. Die Digitalen Revolution ist ein komplexes und vielschichtiges Phänomen, das unser Verständnis von Wissen, Kommunikation und Interaktion erweitert.	1453	1757
Angesichts der Milliardenbeträge, die in vielen Branchen für die Neueinführung von Marken veranschlagt werden, wird die Fokussierung auf vorhandene Marken immer wichtiger. Die euphorische Einstellung zur Markenvielfalt klingt ab und das „Bewahren des Bewährten“ gewinnt an Bedeutung.	Die Kernaufgabe von Unternehmen besteht darin, ihre Marke so zu positionieren, dass sie für die Zielgruppe relevant ist und eine positive Wahrnehmung erzielt. Dazu müssen Unternehmen auf ihre Stärken setzen und sicher sein, dass sie in der Lage sind, diese Stärken effektiv im Marketing umzusetzen. Ein wichtiger Faktor für die Erfolgswahrscheinlichkeit einer Marke ist das Wiedererkanntwerden durch den Kunden. Daher sollte eine Marke klar und eindeutig positioniert werden, um eine hohe Wiedererkennungswert zu erreichen. Dabei kommt es darauf an, welche Merkmale der Marke als charakteristisch für sie gelten sollen. Die Positionierung einer Marke ist nicht aufwendiger Prozess wie manchmal vermutet. Es reicht aus, die wichtigsten Eckpunkte klar zu formulieren und diese in allen Kommunikationskanälen einheitlich umzusetzen.	829	835
Im Kapitel 11 wird mit dem Verfahren Räumen ein nicht so weit verbreitetes Zerspanungsverfahren vorgestellt. Räumen kann als Innen- oder Außenbearbeitung durchgeführt werden und wird anhand von Beispielen erläutert.	### Abschleifen  Beim Abschleifen handelt es sich um ein weiteres Verfahren der Zerspanung, bei dem die Werkstoffeinheit abgetragen wird. Das Verfahren ist besonders geeignet für das Bearbeiten von Nieten oder anderen festen Anbauteilen. ### Fräsen  Das Fräsen ist ein weiteres wichtiges Zerspanungsverfahren, bei dem Werkstoffe in Form von Schnittteilen abgetrennt werden. Das Verfahren eignet sich für die Bearbeitung von metallischen und nichtmetallischen Werkstoffen sowie für das Entfernen von Anbauteilen oder das Herstellen von Lochungen. ### Bohren  Das Bohrverfahren ist ein weiteres wichtiges Zerspanungsverfahren, bei dem eine Bohrerzeuger durch den zu bearbeitenden Werkstoff geführt wird und dabei einen Hohlraum erstellt. Das Verfahren eignet sich für die Herstellung von Lochungen oder das Entfernen von Anbauteilen in metallischen und nichtmetallischen Werkstoffen. ### Drahtloses Fräsen (Wire-cut)  Das drahtlose Fräsen ist ein modernes Zerspanungsverfahren, bei dem der Schnitt durch den Einsatz eines Drahtlostechnik-Systems erzeugt wird.	1057	1098
