prompt	lamma_text	gen_text_len	orig_text_len
〈 4-Netz 〉 Diskussion Hallo und herzlich Willkommen in der Wikipedia! Es freut mich Dich hier als angemeldeten Benutzer begrüßen zu dürfen.	Falls Du Fragen oder Anliegen hast, kannst Du gerne auf unseren Chat unter <https://chat.wikipedia.org/> zugreifen. Hier finden und können auch andere Benutzer Dich helfen. Auch wenn es vielleicht noch zu früh ist, möchte ich Dir einfach mal sagen: Wenn Du Lust hast, etwas über eine Person oder Ereignis in der Wikipedia einzufügen oder zu ändern, kannst Du das unter <https://de.wikipedia.org/w/index.php?title=Benutzer:YourName&action=edit> tun.	448	1411
Strukturformel Allgemeines Freiname 4-Dimethylaminophenol Andere Namen N, N -Dimethyl- p -hydroxyanilin Summenformel C 8 H 11 NO CAS-Nummer 619-60-3 PubChem 22174 ATC-Code V03 AB27 Arzneistoffangaben Wirkstoffklasse Antidot Fertigpräparate 4-DMAP ® Eigenschaften Molare Masse 137,18 g/mol Sicherheitshinweise Gefahrstoffkennzeichnung unbekannt R- und S-Sätze R: ? S: ?		0	1396
Gibt es noch andere Bedeutungen von "DMAP"? Wenn ja, sollte man vielleicht den Artikel umbennen ("DMAP" statt "4-DMAP") und weitere Definitionen aufnehmen.		0	190
 Umstrittenes Antidot Dieses Statement steht ein wenig "verloren" und unbegründet im Raum. Es wäre schön, wenn jemand einmal genauer erklären könnte, warum das 4-DMAP als Antidot umstritten ist.		0	3939
Die Artikel Vierpunktkontaktierung und Vierleitermessung überschneiden sich thematisch. Hilf mit, die Artikel besser voneinander abzugrenzen oder zu vereinigen.	Vierpunktkontierung: Die Vierpunktkontierung ist ein Verfahren zur kontinuierten Messung von vier elektrischen Leitern in einem System. Dabei werden die Spannungen an den jeweiligen Leitern gemessen und überwacht, um Störungen oder Fehler zu erkennen und zu beheben. Das Verfahren wird hauptsächlich bei der Überwachung von Stromnetzen verwendet, aber auch in anderen Bereichen wie z. B. im Maschinenbau zur Messung von Temperaturen, Druckern oder anderen elektronischen Komponenten.	483	2723
Vierdrahtleitungen werden in Telekommunikationsnetzen zum Anschluss des Endgerätes an die Vermittlungseinrichtung benutzt. Eine Vierdrahtleitung besteht aus zwei Paaren von Kupferdrähten (zwei Doppeladern).	Die Drähte sind für eine Datenübertragung im Frequenzbereich zwischen 30 MHz und 1 GHz ausgelegt, was die meisten modernen Funkanwendungen abdeckt. Die Vierdrahtleitung ist in der Regel mit einem Abschlussstück versehen, das den Anschluß zum Endgerät (zum Beispiel ein Modem oder eine WLAN-Zelle) ermöglicht und zusätzliche Funktionen wie Schutz vor Blitzschlag bietet.	369	1672
Strukturformel Allgemeines Name 4-Dimethylamino-azobenzol Andere Namen Dimethylgelb Methylgelb Buttergelb 4-(Dimethylamino)azobenzol (4-Dimethylamino)-azobenzol N,N-Dimethyl-4-(phenylazo)-anilin C.I. 11020 Summenformel C 14 H 15 N 3 CAS-Nummer 60-11-7 PubChem 6053 Kurzbeschreibung gelbes Pulver Eigenschaften Molare Masse 225,29 g· mol −1 Aggregatzustand fest Schmelzpunkt 113–117 °C (Zersetzung) [1] pK s -Wert 2,96 [2] Löslichkeit unlöslich in Wasser (0,23 mg/l bei 25 °C) [2] löslich in Ethanol [1] Sicherheitshinweise Gefahrstoffkennzeichnung [1] T Giftig R- und S-Sätze R: 25 - 40 S: 36/37 - 45 MAK nicht festgelegt [1] LD 50 200 mg/kg (Ratte, peroral) [2] WGK 3 [1] Soweit möglich und gebräuchlich, werden SI-Einheiten verwendet.	## Einzelnachweise  1. Eintrag zu C.I. Pigment Yellow 110 in der Europäischen Datenbank für Lebensmitteladditive, abgerufen am 27. Dezember 2020. 2. David Winston: Herbal Medicine - Biotics and Synthetics. In: Medical Aromatherapy: Healing with Essential Oils. Fireside Books, New York 1986, ISBN 0-374-51591-X, S. 24–25 (eingeschränkte Vorschau in der Google-Buchsuche [abgerufen am 27.	387	1725
Die Abkürzung 4-DMAP, häufig einfach DMAP, bezeichnet: 4-(Dimethylamino)-pyridin, eine Chemikalie 4-Dimethylaminophenol, eine Chemikalie (und Antidot bei Cyanidvergiftungen) Diese Seite ist eine Begriffsklärung zur Unterscheidung mehrerer mit demselben Wort bezeichneter Begriffe.		0	280
Strukturformel Allgemeines Name PTAD Andere Namen 4-Phenyl-1,2,4-triazolin-3,5-dion 3,5-Dihydro-4-phenyl-4H-1,2,4-3,5-dion Summenformel C 8 H 5 N 3 O 2 CAS-Nummer 4233-33-4 Kurzbeschreibung karminroter, kristalliner Feststoff Eigenschaften Molare Masse 175,15 g· mol –1 Aggregatzustand fest Schmelzpunkt 165 °C [1] Sicherheitshinweise Gefahrstoffkennzeichnung [1] keine Gefahrensymbole R- und S-Sätze R: keine R-Sätze S: 22 - 24/25 WGK 3 [1] Soweit möglich und gebräuchlich, werden SI-Einheiten verwendet. Wenn nicht anders vermerkt, gelten die angegebenen Daten bei Standardbedingungen.	## Einzelnachweise  1. Eintrag zu Allines in der GESTIS-Stoffdatenbank des IFA, abgerufen am 26. Mai 2022.	106	2776
Die 4-Pfennig-Münze war eine Münze zu vier Pfennig der Weimarer Republik. Umgangssprachlich wurde diese auch Armer Heinrich oder Brüning-Taler genannt.	## Geschichte und Gestaltung  Nachdem die Inflation in Deutschland seit 1920 immer weiter anschwoll, beschloss das Kabinett Hermann Müller im Januar 1923 eine Währungsreform durchzuführen. Die neue Münze zu vier Pfennig sollte nun aus Silber bestehen und damit den Goldmark-Pfennigen entsprechen. Die Gestaltung der Vorderseite übernahm Paul Haensch, die Rückseite wurde von Hermann Jünger gestaltet. Auf der Vorderseite ist das Bildnis des Kaisers Wilhelm II., der 1890 bis 1914 regierte, zu sehen. Auf der Rückseite befindet sich ein Wappen mit dem Reichsadler und den Landeswappen (Bayern, Preußen, Sachsen, Württemberg). Die Münze hat einen Durchmesser von 23 mm, eine Masse von etwa 6,7 Gramm und ist aus 80/100 Silber gefertigt. ## Verwendung und Bedeutung  Nach der Währungsreform im Januar 1924 wurde die neue Münze zu vier Pfennig offiziell eingeführt. Sie sollte nun als Umlaufmünze dienen, um den Handel mit kleinen Preisen zu ermöglichen. Die Münzen wurden von verschiedenen Herstellern geprägt und hatten unterschiedliche Qualität.	1044	1066
Das sogenannte 4-0-2-System ist ein Spielsystem beim Volleyball. Mit diesem System wird trotz der beim Volleyball geltenden Rotationsregel eine möglichst große Spezialisierung der einzelnen Spielern, verbunden mit einer erhöhten Variabilität der Angriffsmöglichkeiten realisiert.	Die Spieler werden in drei Hauptpositionen eingeteilt: Außen (Outside Hitter), Mittelblock (Middle Blocker) und Diagonal (Diagonal Hitter). Jeder dieser Positionen hat spezifische Aufgaben im Spiel, die durch das 0-2-System optimiert werden sollen. Die Spieler der Position Outside Hitter sind für den Angriff zuständig und sollten in der Regel hohe Punktzahlen erzielen. Sie stehen auf der rechten Seite des Spielfeldes (für Linkshänder) oder auf der linken Seite (für Rechtshänder). Ihre Hauptaufgabe besteht darin, mit hohem Tempo und präziser Technik Schüsse in den gegnerischen Abwehrreihen zu platzieren. Die Spieler der Position Mittelblock sind für die Verteidigung des Netzes zuständig und sollten durch ihre Größe, Geschwindigkeit und Sprungkraft im Spiel dominieren. Sie stehen auf dem Feld zwischen den Außenpositionen und bilden zusammen mit den Diagonal-Hittern das sogenannte „Zwölf“ (12). Ihre Hauptaufgabe besteht darin, gegnerische Schläge abzuwehren oder zu blocken.	985	1171
 Quellenangabe Der Artikel 4-0-System basiert ursprünglich auf einer Übersetzung von 4-0 systeem aus der niederländischen Wikipedia, Version vom 2006-07-09, 20:53. Eine Liste der Autoren ist hier verfügbar.		0	269
Das 4-0-System kommt beispielsweise auf Fernstraßen zum Einsatz, die aus zwei getrennten Richtungsfahrbahnen bestehen. Unter dem 4-0-System (auch 4+0-System) versteht man im Straßenbau eine baubetrieblich bedingte Umlegung des Richtungsverkehrs von zwei auf eine Richtungsfahrbahn.	Die Maßnahme ist bei Bauarbeiten notwendig, wenn die Fahrbahnen getrennt werden müssen, um den Verkehr während der Arbeiten sicher über das zukünftige Straßenbauprojekt führen zu können. Dadurch kann der Verkehr auf einer Richtungsfahrbahn weiterhin fließen, während die andere Fahrbahn für Bauarbeiten freigegeben wird. Die Umlegung des Richtungsverkehrs erfolgt üblicherweise durch das Aufstellen von Baustellenzeichen und die Einrichtung eines Sperrgebietes auf der zukünftigen nicht mehr genutzten Fahrbahnen.	513	1798
4-Tragen-KTW des Katastrophenschutzes Der 4-Tragen-Krankentransportwagen (4KTW) ist ein spezieller Krankentransportwagen, der hauptsächlich in Schnelleinsatzgruppen von Hilfsorganisationen wie dem Deutschen Roten Kreuz, dem Malteser Hilfsdienst, der Johanniter-Unfallhilfe oder dem Arbeiter-Samariter-Bund eingesetzt wird. Dieses Fahrzeug bietet die Möglichkeit, vier Patienten gleichzeitig liegend zu transportieren.	Der 4KTW ist mit medizinischer Ausrüstung wie Beatmungsgeräten und Defibrillatoren ausgestattet und ermöglicht so eine ambulante Versorgung der Patienten während des Transportes. Zudem verfügt das Fahrzeug über Beleuchtung, Heizung und Klimaanlage, um die Bedingungen für die Patienten zu optimieren. Die Besatzung eines 4KTW besteht aus mindestens zwei Personen: einem Fahrer und einer Krankenschwester oder -mann. In der Regel sind jedoch auch weitere Fachkräfte an Bord, wie z. B. Anästhesisten oder Intensivmediziner, um die medizinische Versorgung der Patienten zu gewährleisten. Der 4KTW ist auf den Straßen und Autobahnen schneller bewegt als herkömmliche Krankentransportwagen, was bei akuten Erkrankungen oder Unfällen von großer Bedeutung ist.	753	1587
Bild Dateiversionen Verwendung Metadaten Keine höhere Auflösung vorhanden. 4-Taktmotor_mit_Kühllamellen.jpg ‎ (282 × 194 Pixel, Dateigröße: 64 KB, MIME-Typ: image/jpeg) Aufgeschnittener 4-Taktmotor, Motorradmuseum Ibbenbüren, Ausschnitt aus Bild von Stahlkocher, GFDL Diese Datei wurde unter der GNU-Lizenz für freie Dokumentation veröffentlicht.		0	1704
Ein Viertaktmotor ist ein Verbrennungsmotor, der für den Kreisprozess vier Takte benötigt. Ein Takt ist beim Hubkolbenmotor die Bewegung des Kolbens vom Stillstand in eine Richtung bis zum erneuten Stillstand.	Bei einem Vierventil-Vierzylinder-Ottomotor (zum Beispiel VW Golf 1,3 l) gibt es vier Zylinder und je zwei Ventile pro Zylinder: Einen für den Ansaugvorgang („Einspritzung“) und einen für die Abgasentwicklung. Die Nennleistung eines solchen Motors beträgt in der Regel zwischen 60 kW (83 PS) und 125 kW (170 PS). Die Leistungsaufnahme variiert je nach Motorversion, Fahrzeuggewicht und Anforderungen des Fahrer.	411	6548
 Korrektes Lemma, Ausbau Der Artikel wurde von einer IP angelegt, ich kenne mich mit dem Thema nicht wirklich aus. Ich habe versucht, den Artikel ein wenig zu wikifizieren, für weitere Arbeiten bräuchte ich mehr Hintergrundinfo.	```vbnet     <h2>Korrektes Lemma</h2>     <p>Ein Korrektes Lemma ist eine Aussage oder Formel in einem mathematischen Beweis oder einer wissenschaftlichen Arbeit, die als bekannt und unumstritten akzeptiert wird.	212	491
Durch die Stadionklassifikation der UEFA wird unter anderem festgelegt, ob ein europäisches Fußballstadion für bestimmte von der Uefa durchgeführte Wettbewerbe geeignet scheint. Die Europäische Fußballunion (UEFA) gibt in ihrem Regelwerk Fünf-Sterne-Stadien und Vier-Sterne-Stadien als die höchsten Klassifizierungen für europäische Fußballstadien aus.	Die Stadionkifikation der UEFA ist ein wichtiges Instrument zur Sicherung einer bestmöglichen Organisation von Wettbewerben wie dem Champions League, der Europa League und den Qualifikationsrunden zu diesen Turnieren. Die Kategorisierung hilft dabei, die Spielstätten nach ihrer Eignung für internationale Spiele zu beurteilen und sicherzustellen, dass sie den Anforderungen entsprechen. Die Stadionkifikation der UEFA umfasst verschiedene Aspekte wie Sicherheit, Infrastruktur, Komfort und Umweltfreundlichkeit. Die Kategorisierung erfolgt in verschiedenen Stufen (von einer bis fünf Sternen), je nachdem, welche Anforderungen an das Stadion erfüllt werden müssen. Die wichtigsten Aspekte der UEFA-Stadionkifikation sind:  1. Sicherheit und Gesundheitsaspekte: Das Stadion sollte sicher sein und die medizinische Versorgung während des Spiels gewährleisten. Dazu gehören auch Maßnahmen zur Vermeidung von Hitzschlag oder Erfrierungen bei den Zuschauern, wie beispielsweise Schattenflächen oder Wärmeisolierende Materialien. 2. Infrastruktur: Das Stadion sollte eine ausreichend große und moderne Sanitäranlage sowie gute Zugänglichkeit für Behinderte haben. Darüber hinaus soll es sicherheitsrelevante Einrichtungen wie Videoüberwachung, Rauchmelder oder Brandschutzeinrichtungen geben. 3. Komfort: Die Zuschauerränge und die Infrastruktur im Stadion sollen für eine angenehme Erlebnisqualität sorgen. Dazu gehören beispielsweise klimatisierte Bereiche, VIP-Bereich oder ein modernes Kommunikationssystem. 4. Umweltfreundlichkeit: Das Stadion soll nach Möglichkeit umweltfreundliche Technologien und Materialien verwenden, um die Gesundheit der Zuschauer sowie das Umfeld zu schützen. Dazu gehören beispielsweise solare Energieversorgung oder eine effiziente Wasserwirtschaft im Stadion. 5. Nachhaltigkeit: Das Stadion soll nach Möglichkeit in seiner Gestaltung und Betriebsführung nachhaltig sein, um langfristige soziale, ökonomische und Umweltvorteile zu erzielen. Dazu gehören beispielsweise Maßnahmen zur Ressourceneinsparung oder die Integration von Erneuerbaren Energien im Stadionbetrieb. 6. Besucherzahlen: Die Kategorisierung ist abhängig von der maximalen Zuschauerkapazität des Stadions und den daraus resultierenden Anforderungen an Sicherheit, Infrastruktur und Komfort. Je höher die Besucherzahl, desto strenger sind die Anforderungen für das Stadion. 7. Trainingsstätten: Neben dem Hauptstadion soll es im Wettbewerbskomplex zusätzlich geeignete Trainingsplätze geben, um den Teilnehmern der Wettbewerbe eine optimale Vorbereitung zu ermöglichen. Diese Trainingsstätten müssen ebenfalls den Anforderungen entsprechen, die für das Hauptstadion gelten. 8. Umweltaspekte: Die Kategorisierung ist auch abhängig von den umweltbezogenen Aspekten des Stadions und dessen Betriebsführung. Dazu gehören beispielsweise Maßnahmen zur Reduzierung von Lärmbelästigung oder die Vermeidung von Emissionen durch Fahrzeuge im Umfeld des Stadions. 9. Wirtschaftliche Aspekte: Die Kosten für den Bau, die Modernisierung und den Betrieb eines Fußballstadions müssen angemessen sein und nicht zu Last treten der betreibenden Institution oder der lokalen Gemeinschaft. Dazu gehören auch finanzielle Maßnahmen zur Vermeidung von langfristigen wirtschaftlichen Risiken durch unangemessene Investitionen in das Stadionprojekt. 10. Nachhaltige Entwicklung: Die Gestaltung und Betriebsführung des Fußballstadions soll sich an den Prinzipien der nachhaltigen Entwicklung orientieren, um langfristig soziale, ökonomische und Umweltvorteile zu erzielen. Dazu gehören beispielsweise Maßnahmen zur Ressourceneinsparung oder die Integration von Erneuerbaren Energien im Stadionbetrieb. Die UEFA-Stadionkifikation ist ein wichtiges Instrument, um sicherzustellen, dass europäische Fußballstadien den höchsten Anforderungen entsprechen und somit für internationale Wettbewerbe geeignet sind.	3873	7492
The 4-Skins. McCourt, Pear, Jacobs und Hodges (von links), 1980 The 4-Skins sind eine englische Oi!	-Band aus den frühen 1980er Jahren. Sie waren Teil der ersten Welle des Oi!, einer Bewegung in Großbritannien im späten 20. Jahrhundert, die sich mit sozialen Problemen und politischen Themen auseinandersetzte. Die Band wurde von Gary Hodges (Gesang), Tony Pearce (Gitarre), Ian "Jack" Jacobs (Bass) und Pete Ellis (Schlagzeug) gegründet, nachdem sie sich bei einem Konzert der Punkband The Exploited in ihrer Heimatstadt Dundee kennengelernt hatten. Die 4-Skins veröffentlichten ihre erste Single One Law for Them im Jahr 1980 und erreichten damit Platz 62 in den britischen Charts. Ihre Musik war stark von Punk und Hard Rock beeinflusst, was sie zu einer der einflussreichsten Bands des Oi!-Genres machte. Die Band wurde bekannt für ihre politisch und sozial engagierten Texte sowie für ihre aufmüpfigen Liveauftritte, bei denen sie oftmals provokative Gesten wie die Verwendung von Hakenkreuzen oder den Einsatz von Swastika-Symbolen verwendeten. Diese Praktiken sorgten für kontroverse Diskussionen und führten dazu, dass einige Konzerte der Band durch Polizeikräfte verhindert wurden. Die 4-Skins veröffentlichten zwei Alben: The Good, the Bad and the Four-Skins (1982) und A Fistful of Filth (1985).	1206	1816
Der wesentliche Teil der 4-Stufen-Methode vollzieht sich am Arbeitsplatz. Diese Methode ist geeignet, um manuelle Fertigkeiten und praktische Tätigkeiten (psychomotorische Lernziele) einzuüben.	1. Demonstration: Der Lehrende zeigt den Schülern die zu erlernenden Manipulationen oder Techniken am Beispiel eines anderen Schülers, einer Videoaufnahme oder einem Modell. Dabei sollten wichtige Eckpunkte und Schlüsselfaktoren hervorgehoben werden. 2. Guided Practice: Die Schüler führen die Demonstration unter Anleitung des Lehrenden selbst aus. Sie erhalten individuelle Feedback von ihrem Leistungsergebnis, um ihre Fähigkeiten zu verbessern. In diesem Stadium ist es wichtig, dass der Lehrende den Schülern hilft, Probleme oder Unklarheiten aufzuklären und ihnen geeignete Anleitungen gibt. 3. Independent Practice: Die Schüler trainieren ihre Fähigkeiten unabhängig von der Anleitung des Lehrenden. Sie sollten während dieser Phase regelmäßige Feedbacks erhalten, um sicherzustellen, dass sie auf dem richtigen Weg sind und ihre Leistung kontinuierlich verbessern können. 4. Generalization: Die Schüler üben ihre Fähigkeiten in einer realen Arbeitsumgebung oder unter Bedingungen aus, die denen entsprechen, bei denen sie das Wissen und Können anwenden möchten. Dabei sollten sie lernen, auf ihre bisherigen Erfahrungen zurückzugreifen und neue Lösungsstrategien zu entwickeln.	1185	1566
Springen der Vierschanzentournee Ort Schanze Schanzenrekord (Jahr) Oberstdorf (29. oder 30. Dezember) Schattenbergschanze 143,5 m (2003) Garmisch-Partenkirchen (1.	Januar) Große Olympiaschanze 85 m (Toni Innauer, Österreich, 1976) Innsbruck (2. oder 3. Januar) Bergiselschanze 130 m Sapporo (14. bis 23. Februar) Miyanomori-Schanzenanlage Ōkurayama Jumpset: Normalschanze, Großschanze, Normalschanze  ### Weltcup der Damen  Die Saison 2006/07 war die 28. in der Geschichte des Skispringens und die 14. in der Geschichte des Frauen-Skisprungsports. Die Vierschanzentournee fand vom 30. Dezember 2006 bis zum 5. Januar 2007 statt. #### Tourneeteilnehmerinnen  Folgende Springerinnen traten in dieser Saison bei den Weltcup-Springen an:  ### Junioren-Weltmeisterschaften  Die 19. Junioren-Weltmeisterschaften fanden vom 28. Februar bis zum 4. März 2007 im slowakischen Klingenthal statt. Die Wettbewerbe wurden auf der Schattenbergschanze ausgetragen, die auch bei den Weltcup-Springen verwendet wurde. ### Österreichische Meisterschaften  Die 83. Österreichischen Skimeisterschaften fanden vom 16. bis zum 20. Februar 2007 in St. Ulrich am Pillersee statt. Die Wettbewerbe wurden auf der Schattenbergschanze ausgetragen, die auch bei den Weltcup-Springen und den Junioren-Weltmeisterschaften verwendet wurde. ### Deutsches Springfest  Das 13. Deutsche Springfest fand vom 26. Januar bis zum 4. Februar 2007 in Oberstdorf statt. Die Wettbewerbe wurden auf der Schattenbergschanze ausgetragen, die auch bei den Weltcup-Springen und den Junioren-Weltmeisterschaften verwendet wurde. ### Schweizer Meisterschaft  Die Schweizer Skimeisterschaften im Skispringen fanden am 27. Januar 2007 in St. Moritz statt. Die Wettbewerbe wurden auf der Olympiaschanze ausgetragen, die auch bei den Weltcup-Springen und beim Springen des FIS-Cups verwendet wurde. ### FIS-Cup  Der FIS-Cup ist das unterste Ligeniveau im Skispringen.	1747	22618
Bild Dateiversionen Verwendung Größe der Voransicht: 800 × 533 Pixel Version in höherer Auflösung ‎ (3.240 × 2.159 Pixel, Dateigröße: 1,26 MB, MIME-Typ: image/jpeg) Bildbeschreibung: Handbetriebener 4-Spezies-Rechner "Brunsviga" aus den 1960er Jahren Fotograf: Lothar Spurzem Datum: 09.07.2006 Aufnahmedaten: Canon EOS 350D, 1/15 sec, Blende 10, 200 ISO Diese Datei wurde unter den Bedingungen der „ Creative Commons Namensnennung-Weitergabe unter gleichen Bedingungen Deutschland “-Lizenz (abgekürzt „cc-by-sa“) in der Version 2.0 veröffentlicht. Dateiversionen Klicke auf einen Zeitpunkt, um diese Version zu laden.		0	1409
Vier gewinnt, Connect Four oder Captain's mistress ist ein Zweipersonen- Strategiespiel mit dem Ziel, als Erster vier der eigenen Spielsteine in eine Linie zu bringen. Das Spiel wurde 1974 von Milton Bradley veröffentlicht.	## Regeln  Das Spiel wird auf einem quadratischen Feld ausgespielt, das durch die Positionen der vier Spielfiguren (Vier) und den Startpunkt bestimmt wird. Die Spieler ziehen abwechselnd ihre Figur um eine bestimmte Anzahl von Feldern in einer Richtung. Dabei können sie jedoch keine Linie bilden oder andere Figuren berühren. Die Regeln für das Spiel sind wie folgt:  1. Jeder Spieler beginnt mit seinem Spielstein auf dem Startpunkt des Feldes. 2. Die Spieler ziehen abwechselnd ihre Figur um eine bestimmte Anzahl von Feldern in einer Richtung (nach rechts, also nach Osten). 3. Eine Linie kann nur gebildet werden, wenn alle vier Spielsteine der gleichen Farbe auf einem Feld stehen. Wenn dies der Fall ist, gewinnt der Spieler mit den vier Spielsteinen. 4. Die Figuren dürfen keine anderen Figuren berühren oder in eine andere Richtung ziehen. Sie müssen die vorgegebenen Richtungen befolgen und dabei das gesamte Feld durchlaufen. 5. Wenn ein Spieler seine Figur auf ein bereits besetztes Feld zählt, verliert er sofort das Spiel. 6. Der erste Spieler, der eine Linie mit seinen vier Spielsteinen bildet, gewinnt das Spiel. 7.	1132	4842
Die 4-GiB-Grenze (auch 4-GB-Grenze genannt) bezeichnet den maximalen Arbeitsspeicher, den ein Prozess unter einem 32-Bit - Betriebssystem direkt benutzen kann, ohne auf Segmentierungstechniken zurückzugreifen. Einschränkungen auf x86-Prozessoren Das Problem tritt z.	B. bei Intel-x86-Prozessen und AMD-x86-Prozessen auf, wenn sie unter 32-Bit - Betriebssystemen wie Windows oder Linux laufen. Die Grenze von 4 GiB (Gigabyte) Arbeitsspeicher resultiert aus der begrenzten Adressierungsbreite des x86-Architektur-Registers EAX, das einen 32-Bit Wert darstellen kann. Da die Speicherkontrolleure (DMA-Controller) und die I/O-Hardware auf diese Grenze angewiesen sind, ist es nicht möglich, Arbeitsspeicher in der Größenordnung von mehr als 4 GiB direkt zu verwenden. Um dennoch größere Arbeitsspeichermengen nutzen zu können, gibt es verschiedene Techniken und Workarounds:  1. PAE (Physical Address Extension): Mit diesem BIOS-Modus kann die Adressierungsbreite von 32 Bit auf bis zu 48 Bit erweitert werden, was eine maximale Arbeitsspeicherdichte von etwa 7 GB/s ermöglicht. Allerdings ist dieser Modus nur bei x86-Prozessen möglich, die speziell für PAE kompiliert wurden (z. B. mit GCC durch Anwendung der `-march=ia32 -maix4` Optionen). 2. Giant Memory Page (GMP): Diese Technik ermöglicht es Benutzernpaceigehörigen Prozessen, bis zu 64 GB Arbeitsspeicher zu verwenden. Sie funktioniert jedoch nur auf bestimmten x86-Prozessorfamilien wie AMDs Zen und Intels Haswell sowie spätere Generationen. 3. Hybrid Memory Technology (HMT): HMT ist eine Technik, die es ermöglicht, Arbeitsspeicher direkt zwischen CPU und RAM zu platzieren. Dadurch kann der Prozessortyp keine 4-GiBGrenze mehr erkennen, was bis zu 256 GB Arbeitsspeichermengen ermöglicht. HMT ist jedoch noch in Entwicklung und nicht auf alle x86-Prozessoren anwendbar. 4. Memory Mapped Files: Bei dieser Technik wird der Arbeitsspeicher als Datei im Betriebssystem gehalten, was es erlaubt, größere Speichermengen zu nutzen. Allerdings ist dies ein deutlich langsameres Verfahren und führt meistens zu Leistungseinbußen. 5. Virtual Memory: Diese Technik ermöglicht es Benutzernpaceigehörigen Prozessen, Arbeitsspeicher von der Größe her zu vergrößern, indem sie den virtuellen Speichermodell entnommen wird und auf die physische Arbeitsspeicherressourcen zugreift. Allerdings führt dies meistens zu Leistungseinbußen und kann bei hohem Arbeitsspeicherdruck zu Verzögerungen führen. 6. Overcommit: Mit dieser Technik versucht das Betriebssystem, mehr virtuellen Speicherresurser anzulegen als tatsächlich vorhandene physische Ressourcen erlauben.	2339	2449
Man sollte dringend erklähren weshalb genau nur 4GB unter 32-bit möglich ist. Das mit den 2^32 ist ja ok, aber wer weiss den wie es ist.		0	5812
Die 4-Gläser-Probe ist ein Verfahren zur Diagnose der chronischen Prostatitis. Zwar gilt sie als wesentliches Element der Prostatitisdiagnostik, wird jedoch nur selten angewandt, da sie aufwändig und damit relativ teuer ist.	Die 4-Glä-Probe besteht aus folgenden Schritten:  1. Sammeln von Prostatasekret (zum Beispiel über einen Zeitraum von 24 Stunden). Das Sekret kann z. B. mittels einer Catheter oder eines speziellen Behälters, der durch den Patienten getragen wird, abgegeben werden. 2. Extrahieren des Glucoses aus dem Prostatasekret (zum Beispiel mit Hilfe von Enzymen). Das Extraherungsverfahren kann variieren und hängt von der verwendeten Methode ab. 3. Berechnen der glükosfreien Konzentration im Sekret. Die 4-Glä-Probe gibt an, dass eine glukosearme Phase bei Patienten mit chronischer Prostatitis auftreten sollte (mindestens unter 50 mg/dL). Die 4-Glä-Probe ist nicht standardisiert und kann von Labor zu Labor unterschiedlich durchgeführt werden. Daher können die Ergebnisse zwischen verschiedenen Labors voneinander abweichen. Zudem gibt es Unklarheiten bezüglich der tatsächlichen Aussagekraft der Methode, insbesondere bei Patienten mit anderen Prostataerkrankungen oder anderen Ursachen für Symptome im Bereich der Harnblase und des männlichen Genitals (z. B. Benigne Prostatahyperplasie).	1086	1200
Die Gesellschaft zur Erforschung von Geruch-, Geschmack-, Gehör- und Gleichgewichtsstörungen e.V., kurz: 4-G-Forschung e.V., wurde in der Rechtsform eines eingetragenen Vereins mit Sitz in Bad Kissingen am 1981-06-12 von Prof. Dr. Claus-Frenz Claussen gegründet. Aufgaben Die Gesellschaft beschäftigt sich - insbesondere durch ihr „Neurootologisches Forschungsinstitut“ - mit allen vier Hauptgebieten der Neurootologie: Gleichgewichtsforschung (Äquilibriometrie) Erforschung des Gehörs (Audiometrie) Erforschung des Geruchssinnes (Olfaktometrie) Erforschung des Geschmackssinnes (Gustometrie) Dabei haben sich die Anwendungsgebiete aus diesen Bereichen verstärkt, d.h. die Anwendung neurootologischen Wissens in medizinischer Diagnostik Wissen über Begutachtung die Elektromedizin in der Therapie die Entwicklung eines Autos für 100-jährige („Auto-Cyberno-Mobil“) arbeitsmedizinische Wissensverknüpfungen Zusammenfassung des Wissens auf dem Gebiete der Neurootologie in einem internationalen Lehrbuch.		0	1332
Strukturformel Allgemeines Name 4-Methoxyamphetamin Summenformel C 10 H 15 NO CAS-Nummer 64-13-1 PubChem 31721 DrugBank DB01472 Kurzbeschreibung farbloser kristalliner Feststoff Eigenschaften Molare Masse 165,2 g· mol −1 Aggregatzustand fest Schmelzpunkt 208–209 °C Löslichkeit gut löslich in Isopropylalkohol Sicherheitshinweise Gefahrstoffkennzeichnung [1] Keine Einstufung verfügbar R- und S-Sätze R: siehe oben S: siehe oben Soweit möglich und gebräuchlich, werden SI-Einheiten verwendet. Wenn nicht anders vermerkt, gelten die angegebenen Daten bei Standardbedingungen.	## Einzelnachweise  1. GEMA (Hrsg. ): Gefahrstoffkennzeichnung von Chemikalien nach TRBA (Technische Regeln für Biologische Arbeitsstoffe) Nr.	142	2407
